3 to 3090,,Channel 1,,,,
Date,Time,Voltage (V),Conc. CO2 (ppm),Time Elapsed,Discharge,Mol CO2
6/13/2019,3:43:38 PM,0.5885,5885,13555,,
6/13/2019,3:43:43 PM,0.589,5890,13560,,
6/13/2019,3:43:48 PM,0.5895,5895,13565,,
6/13/2019,3:43:53 PM,0.589,5890,13570,,
6/13/2019,3:43:58 PM,0.589,5890,13575,,
6/13/2019,3:44:03 PM,0.5875,5875,13580,,
6/13/2019,3:44:08 PM,0.5865,5865,13585,,
6/13/2019,3:44:13 PM,0.586,5860,13590,,
6/13/2019,3:44:18 PM,0.5855,5855,13595,,
6/13/2019,3:44:23 PM,0.585,5850,13600,,
6/13/2019,3:44:28 PM,0.5855,5855,13605,,
6/13/2019,3:44:33 PM,0.586,5860,13610,,
6/13/2019,3:44:38 PM,0.587,5870,13615,,
6/13/2019,3:44:43 PM,0.5875,5875,13620,,
6/13/2019,3:44:48 PM,0.588,5880,13625,,
6/13/2019,3:44:53 PM,0.588,5880,13630,,
6/13/2019,3:44:58 PM,0.588,5880,13635,,
6/13/2019,3:45:03 PM,0.5875,5875,13640,,
6/13/2019,3:45:08 PM,0.5865,5865,13645,,
6/13/2019,3:45:13 PM,0.5865,5865,13650,,
6/13/2019,3:45:18 PM,0.5865,5865,13655,,
6/13/2019,3:45:23 PM,0.586,5860,13660,,
6/13/2019,3:45:28 PM,0.585,5850,13665,,
6/13/2019,3:45:33 PM,0.5835,5835,13670,,
6/13/2019,3:45:38 PM,0.583,5830,13675,,
6/13/2019,3:45:43 PM,0.5825,5825,13680,,
6/13/2019,3:45:48 PM,0.5835,5835,13685,,
6/13/2019,3:45:53 PM,0.584,5840,13690,,
6/13/2019,3:45:58 PM,0.5845,5845,13695,,
6/13/2019,3:46:03 PM,0.5855,5855,13700,,
6/13/2019,3:46:08 PM,0.585,5850,13705,,
6/13/2019,3:46:13 PM,0.5845,5845,13710,,
6/13/2019,3:46:18 PM,0.584,5840,13715,,
6/13/2019,3:46:23 PM,0.584,5840,13720,,
6/13/2019,3:46:28 PM,0.584,5840,13725,,
6/13/2019,3:46:33 PM,0.585,5850,13730,,
6/13/2019,3:46:38 PM,0.5855,5855,13735,,
6/13/2019,3:46:43 PM,0.586,5860,13740,,
6/13/2019,3:46:48 PM,0.586,5860,13745,,
6/13/2019,3:46:53 PM,0.5865,5865,13750,,
6/13/2019,3:46:58 PM,0.5865,5865,13755,,
6/13/2019,3:47:03 PM,0.5865,5865,13760,,
6/13/2019,3:47:08 PM,0.586,5860,13765,,
6/13/2019,3:47:13 PM,0.5855,5855,13770,,
6/13/2019,3:47:18 PM,0.584,5840,13775,,
6/13/2019,3:47:23 PM,0.5835,5835,13780,,
6/13/2019,3:47:28 PM,0.5835,5835,13785,,
6/13/2019,3:47:33 PM,0.584,5840,13790,,
6/13/2019,3:47:38 PM,0.5845,5845,13795,,
6/13/2019,3:47:43 PM,0.585,5850,13800,,
6/13/2019,3:47:48 PM,0.5855,5855,13805,,
6/13/2019,3:47:53 PM,0.585,5850,13810,,
6/13/2019,3:47:58 PM,0.584,5840,13815,,
6/13/2019,3:48:03 PM,0.5835,5835,13820,,
6/13/2019,3:48:08 PM,0.5825,5825,13825,,
6/13/2019,3:48:13 PM,0.582,5820,13830,,
6/13/2019,3:48:18 PM,0.5825,5825,13835,,
6/13/2019,3:48:23 PM,0.583,5830,13840,,
6/13/2019,3:48:28 PM,0.5835,5835,13845,,
6/13/2019,3:48:33 PM,0.583,5830,13850,,
6/13/2019,3:48:38 PM,0.583,5830,13855,,
6/13/2019,3:48:43 PM,0.582,5820,13860,,
6/13/2019,3:48:48 PM,0.581,5810,13865,,
6/13/2019,3:48:53 PM,0.581,5810,13870,,
6/13/2019,3:48:58 PM,0.581,5810,13875,,
6/13/2019,3:49:03 PM,0.581,5810,13880,,
6/13/2019,3:49:08 PM,0.581,5810,13885,,
6/13/2019,3:49:13 PM,0.5825,5825,13890,,
6/13/2019,3:49:18 PM,0.5845,5845,13895,,
6/13/2019,3:49:23 PM,0.585,5850,13900,,
6/13/2019,3:49:28 PM,0.585,5850,13905,,
6/13/2019,3:49:33 PM,0.585,5850,13910,,
6/13/2019,3:49:38 PM,0.5845,5845,13915,,
6/13/2019,3:49:43 PM,0.584,5840,13920,,
6/13/2019,3:49:48 PM,0.584,5840,13925,,
6/13/2019,3:49:53 PM,0.584,5840,13930,,
6/13/2019,3:49:58 PM,0.5835,5835,13935,,
6/13/2019,3:50:03 PM,0.583,5830,13940,,
6/13/2019,3:50:08 PM,0.5845,5845,13945,,
6/13/2019,3:50:13 PM,0.585,5850,13950,,
6/13/2019,3:50:18 PM,0.5845,5845,13955,,
6/13/2019,3:50:23 PM,0.584,5840,13960,,
6/13/2019,3:50:28 PM,0.584,5840,13965,,
6/13/2019,3:50:33 PM,0.585,5850,13970,,
6/13/2019,3:50:38 PM,0.5855,5855,13975,,
6/13/2019,3:50:43 PM,0.5845,5845,13980,,
6/13/2019,3:50:48 PM,0.5835,5835,13985,,
6/13/2019,3:50:53 PM,0.583,5830,13990,,
6/13/2019,3:50:58 PM,0.5825,5825,13995,,
6/13/2019,3:51:03 PM,0.581,5810,14000,,
6/13/2019,3:51:08 PM,0.5805,5805,14005,,
6/13/2019,3:51:13 PM,0.581,5810,14010,,
6/13/2019,3:51:18 PM,0.5825,5825,14015,,
6/13/2019,3:51:23 PM,0.584,5840,14020,,
6/13/2019,3:51:28 PM,0.5835,5835,14025,,
6/13/2019,3:51:33 PM,0.5825,5825,14030,,
6/13/2019,3:51:38 PM,0.581,5810,14035,,
6/13/2019,3:51:43 PM,0.58,5800,14040,,
6/13/2019,3:51:48 PM,0.5795,5795,14045,,
6/13/2019,3:51:53 PM,0.5805,5805,14050,,
6/13/2019,3:51:58 PM,0.58,5800,14055,,
6/13/2019,3:52:03 PM,0.58,5800,14060,,
6/13/2019,3:52:08 PM,0.58,5800,14065,,
6/13/2019,3:52:13 PM,0.5805,5805,14070,,
6/13/2019,3:52:18 PM,0.5805,5805,14075,,
6/13/2019,3:52:23 PM,0.58,5800,14080,,
6/13/2019,3:52:28 PM,0.579,5790,14085,,
6/13/2019,3:52:33 PM,0.5795,5795,14090,,
6/13/2019,3:52:38 PM,0.5805,5805,14095,,
6/13/2019,3:52:43 PM,0.581,5810,14100,,
6/13/2019,3:52:48 PM,0.5825,5825,14105,,
6/13/2019,3:52:53 PM,0.5835,5835,14110,,
6/13/2019,3:52:58 PM,0.5845,5845,14115,,
6/13/2019,3:53:03 PM,0.5845,5845,14120,,
6/13/2019,3:53:08 PM,0.584,5840,14125,,
6/13/2019,3:53:13 PM,0.584,5840,14130,,
6/13/2019,3:53:18 PM,0.583,5830,14135,,
6/13/2019,3:53:23 PM,0.5825,5825,14140,,
6/13/2019,3:53:28 PM,0.5815,5815,14145,,
6/13/2019,3:53:33 PM,0.581,5810,14150,,
6/13/2019,3:53:38 PM,0.5805,5805,14155,,
6/13/2019,3:53:43 PM,0.58,5800,14160,,
6/13/2019,3:53:48 PM,0.58,5800,14165,,
6/13/2019,3:53:53 PM,0.58,5800,14170,,
6/13/2019,3:53:58 PM,0.58,5800,14175,,
6/13/2019,3:54:03 PM,0.5795,5795,14180,,
6/13/2019,3:54:08 PM,0.5795,5795,14185,,
6/13/2019,3:54:13 PM,0.5795,5795,14190,,
6/13/2019,3:54:18 PM,0.58,5800,14195,,
6/13/2019,3:54:23 PM,0.58,5800,14200,,
6/13/2019,3:54:28 PM,0.5815,5815,14205,,
6/13/2019,3:54:33 PM,0.5835,5835,14210,,
6/13/2019,3:54:38 PM,0.584,5840,14215,,
6/13/2019,3:54:43 PM,0.5825,5825,14220,,
6/13/2019,3:54:48 PM,0.581,5810,14225,,
6/13/2019,3:54:53 PM,0.5805,5805,14230,,
6/13/2019,3:54:58 PM,0.581,5810,14235,,
6/13/2019,3:55:03 PM,0.5815,5815,14240,,
6/13/2019,3:55:08 PM,0.581,5810,14245,,
6/13/2019,3:55:13 PM,0.581,5810,14250,,
6/13/2019,3:55:18 PM,0.58,5800,14255,,
6/13/2019,3:55:23 PM,0.58,5800,14260,,
6/13/2019,3:55:28 PM,0.581,5810,14265,,
6/13/2019,3:55:33 PM,0.5825,5825,14270,,
6/13/2019,3:55:38 PM,0.583,5830,14275,,
6/13/2019,3:55:43 PM,0.5815,5815,14280,,
6/13/2019,3:55:48 PM,0.58,5800,14285,,
6/13/2019,3:55:53 PM,0.578,5780,14290,,
6/13/2019,3:55:58 PM,0.5775,5775,14295,,
6/13/2019,3:56:03 PM,0.578,5780,14300,,
6/13/2019,3:56:08 PM,0.5795,5795,14305,,
6/13/2019,3:56:13 PM,0.5805,5805,14310,,
6/13/2019,3:56:18 PM,0.581,5810,14315,,
6/13/2019,3:56:23 PM,0.5805,5805,14320,,
6/13/2019,3:56:28 PM,0.579,5790,14325,,
6/13/2019,3:56:33 PM,0.5775,5775,14330,,
6/13/2019,3:56:38 PM,0.5765,5765,14335,,
6/13/2019,3:56:43 PM,0.576,5760,14340,,
6/13/2019,3:56:48 PM,0.576,5760,14345,,
6/13/2019,3:56:53 PM,0.5765,5765,14350,,
6/13/2019,3:56:58 PM,0.577,5770,14355,,
6/13/2019,3:57:03 PM,0.578,5780,14360,,
6/13/2019,3:57:08 PM,0.5785,5785,14365,,
6/13/2019,3:57:13 PM,0.579,5790,14370,,
6/13/2019,3:57:18 PM,0.5795,5795,14375,,
6/13/2019,3:57:23 PM,0.58,5800,14380,,
6/13/2019,3:57:28 PM,0.58,5800,14385,,
6/13/2019,3:57:33 PM,0.579,5790,14390,,
6/13/2019,3:57:38 PM,0.579,5790,14395,,
6/13/2019,3:57:43 PM,0.5795,5795,14400,,
6/13/2019,3:57:48 PM,0.58,5800,14405,,
6/13/2019,3:57:53 PM,0.5805,5805,14410,,
6/13/2019,3:57:58 PM,0.5805,5805,14415,,
6/13/2019,3:58:03 PM,0.5805,5805,14420,,
6/13/2019,3:58:08 PM,0.5805,5805,14425,,
6/13/2019,3:58:13 PM,0.581,5810,14430,,
6/13/2019,3:58:18 PM,0.5815,5815,14435,,
6/13/2019,3:58:23 PM,0.582,5820,14440,,
6/13/2019,3:58:28 PM,0.582,5820,14445,,
6/13/2019,3:58:33 PM,0.5815,5815,14450,,
6/13/2019,3:58:38 PM,0.5815,5815,14455,,
6/13/2019,3:58:43 PM,0.5815,5815,14460,,
6/13/2019,3:58:48 PM,0.5825,5825,14465,,
6/13/2019,3:58:53 PM,0.5835,5835,14470,,
6/13/2019,3:58:58 PM,0.584,5840,14475,,
6/13/2019,3:59:03 PM,0.5855,5855,14480,,
6/13/2019,3:59:08 PM,0.5865,5865,14485,,
6/13/2019,3:59:13 PM,0.587,5870,14490,,
6/13/2019,3:59:18 PM,0.5855,5855,14495,,
6/13/2019,3:59:23 PM,0.584,5840,14500,,
6/13/2019,3:59:28 PM,0.5835,5835,14505,,
6/13/2019,3:59:33 PM,0.5845,5845,14510,,
6/13/2019,3:59:38 PM,0.5845,5845,14515,,
6/13/2019,3:59:43 PM,0.5835,5835,14520,,
6/13/2019,3:59:48 PM,0.5815,5815,14525,,
6/13/2019,3:59:53 PM,0.58,5800,14530,,
6/13/2019,3:59:58 PM,0.5785,5785,14535,,
6/13/2019,4:00:03 PM,0.5775,5775,14540,,
6/13/2019,4:00:08 PM,0.5775,5775,14545,,
6/13/2019,4:00:13 PM,0.578,5780,14550,,
6/13/2019,4:00:18 PM,0.5785,5785,14555,,
6/13/2019,4:00:23 PM,0.5785,5785,14560,,
6/13/2019,4:00:28 PM,0.578,5780,14565,,
6/13/2019,4:00:33 PM,0.578,5780,14570,,
6/13/2019,4:00:38 PM,0.578,5780,14575,,
6/13/2019,4:00:43 PM,0.578,5780,14580,,
6/13/2019,4:00:48 PM,0.5775,5775,14585,,
6/13/2019,4:00:53 PM,0.5775,5775,14590,,
6/13/2019,4:00:58 PM,0.577,5770,14595,,
6/13/2019,4:01:03 PM,0.577,5770,14600,,
6/13/2019,4:01:08 PM,0.5775,5775,14605,,
6/13/2019,4:01:13 PM,0.577,5770,14610,,
6/13/2019,4:01:18 PM,0.5765,5765,14615,,
6/13/2019,4:01:23 PM,0.5765,5765,14620,,
6/13/2019,4:01:28 PM,0.577,5770,14625,,
6/13/2019,4:01:33 PM,0.578,5780,14630,,
6/13/2019,4:01:38 PM,0.5785,5785,14635,,
6/13/2019,4:01:43 PM,0.5785,5785,14640,,
6/13/2019,4:01:48 PM,0.5785,5785,14645,,
6/13/2019,4:01:53 PM,0.5785,5785,14650,,
6/13/2019,4:01:58 PM,0.5785,5785,14655,,
6/13/2019,4:02:03 PM,0.5785,5785,14660,,
6/13/2019,4:02:08 PM,0.578,5780,14665,,
6/13/2019,4:02:13 PM,0.578,5780,14670,,
6/13/2019,4:02:18 PM,0.5785,5785,14675,,
6/13/2019,4:02:23 PM,0.579,5790,14680,,
6/13/2019,4:02:28 PM,0.5795,5795,14685,,
6/13/2019,4:02:33 PM,0.5805,5805,14690,,
6/13/2019,4:02:38 PM,0.581,5810,14695,,
6/13/2019,4:02:43 PM,0.5815,5815,14700,,
6/13/2019,4:02:48 PM,0.582,5820,14705,,
6/13/2019,4:02:53 PM,0.5825,5825,14710,,
6/13/2019,4:02:58 PM,0.582,5820,14715,,
6/13/2019,4:03:03 PM,0.582,5820,14720,,
6/13/2019,4:03:08 PM,0.5825,5825,14725,,
6/13/2019,4:03:13 PM,0.583,5830,14730,,
6/13/2019,4:03:18 PM,0.583,5830,14735,,
6/13/2019,4:03:23 PM,0.582,5820,14740,,
6/13/2019,4:03:28 PM,0.581,5810,14745,,
6/13/2019,4:03:33 PM,0.5795,5795,14750,,
6/13/2019,4:03:38 PM,0.578,5780,14755,,
6/13/2019,4:03:43 PM,0.5765,5765,14760,,
6/13/2019,4:03:48 PM,0.5765,5765,14765,,
6/13/2019,4:03:53 PM,0.5765,5765,14770,,
6/13/2019,4:03:58 PM,0.576,5760,14775,,
6/13/2019,4:04:03 PM,0.5755,5755,14780,,
6/13/2019,4:04:08 PM,0.5765,5765,14785,,
6/13/2019,4:04:13 PM,0.578,5780,14790,,
6/13/2019,4:04:18 PM,0.5785,5785,14795,,
6/13/2019,4:04:23 PM,0.579,5790,14800,,
6/13/2019,4:04:28 PM,0.5795,5795,14805,,
6/13/2019,4:04:33 PM,0.5795,5795,14810,,
6/13/2019,4:04:38 PM,0.579,5790,14815,,
6/13/2019,4:04:43 PM,0.579,5790,14820,,
6/13/2019,4:04:48 PM,0.5795,5795,14825,,
6/13/2019,4:04:53 PM,0.5805,5805,14830,,
6/13/2019,4:04:58 PM,0.581,5810,14835,,
6/13/2019,4:05:03 PM,0.5815,5815,14840,,
6/13/2019,4:05:08 PM,0.582,5820,14845,,
6/13/2019,4:05:13 PM,0.5825,5825,14850,,
6/13/2019,4:05:18 PM,0.5825,5825,14855,,
6/13/2019,4:05:23 PM,0.5825,5825,14860,,
6/13/2019,4:05:28 PM,0.583,5830,14865,,
6/13/2019,4:05:33 PM,0.5835,5835,14870,,
6/13/2019,4:05:38 PM,0.5835,5835,14875,,
6/13/2019,4:05:43 PM,0.5835,5835,14880,,
6/13/2019,4:05:48 PM,0.5835,5835,14885,,
6/13/2019,4:05:53 PM,0.5835,5835,14890,,
6/13/2019,4:05:58 PM,0.584,5840,14895,,
6/13/2019,4:06:03 PM,0.5835,5835,14900,,
6/13/2019,4:06:08 PM,0.5825,5825,14905,,
6/13/2019,4:06:13 PM,0.5825,5825,14910,,
6/13/2019,4:06:18 PM,0.5825,5825,14915,,
6/13/2019,4:06:23 PM,0.582,5820,14920,,
6/13/2019,4:06:28 PM,0.5815,5815,14925,,
6/13/2019,4:06:33 PM,0.5815,5815,14930,,
6/13/2019,4:06:38 PM,0.5805,5805,14935,,
6/13/2019,4:06:43 PM,0.58,5800,14940,,
6/13/2019,4:06:48 PM,0.5795,5795,14945,,
6/13/2019,4:06:53 PM,0.5805,5805,14950,,
6/13/2019,4:06:58 PM,0.581,5810,14955,,
6/13/2019,4:07:03 PM,0.5825,5825,14960,,
6/13/2019,4:07:08 PM,0.583,5830,14965,,
6/13/2019,4:07:13 PM,0.5835,5835,14970,,
6/13/2019,4:07:18 PM,0.5835,5835,14975,,
6/13/2019,4:07:23 PM,0.584,5840,14980,,
6/13/2019,4:07:28 PM,0.5845,5845,14985,,
6/13/2019,4:07:33 PM,0.585,5850,14990,,
6/13/2019,4:07:38 PM,0.586,5860,14995,,
6/13/2019,4:07:43 PM,0.5865,5865,15000,,
6/13/2019,4:07:48 PM,0.5865,5865,15005,,
6/13/2019,4:07:53 PM,0.586,5860,15010,,
6/13/2019,4:07:58 PM,0.586,5860,15015,,
6/13/2019,4:08:03 PM,0.5865,5865,15020,,
6/13/2019,4:08:08 PM,0.5875,5875,15025,,
6/13/2019,4:08:13 PM,0.586,5860,15030,,
6/13/2019,4:08:18 PM,0.584,5840,15035,,
6/13/2019,4:08:23 PM,0.583,5830,15040,,
6/13/2019,4:08:28 PM,0.5825,5825,15045,,
6/13/2019,4:08:33 PM,0.5835,5835,15050,,
6/13/2019,4:08:38 PM,0.5835,5835,15055,,
6/13/2019,4:08:43 PM,0.583,5830,15060,,
6/13/2019,4:08:48 PM,0.5825,5825,15065,,
6/13/2019,4:08:53 PM,0.582,5820,15070,,
6/13/2019,4:08:58 PM,0.581,5810,15075,,
6/13/2019,4:09:03 PM,0.5805,5805,15080,,
6/13/2019,4:09:08 PM,0.58,5800,15085,,
6/13/2019,4:09:13 PM,0.5795,5795,15090,,
6/13/2019,4:09:18 PM,0.5795,5795,15095,,
6/13/2019,4:09:23 PM,0.58,5800,15100,,
6/13/2019,4:09:28 PM,0.58,5800,15105,,
6/13/2019,4:09:33 PM,0.5795,5795,15110,,
6/13/2019,4:09:38 PM,0.5795,5795,15115,,
6/13/2019,4:09:43 PM,0.58,5800,15120,,
6/13/2019,4:09:48 PM,0.5805,5805,15125,,
6/13/2019,4:09:53 PM,0.5795,5795,15130,,
6/13/2019,4:09:58 PM,0.5795,5795,15135,,
6/13/2019,4:10:03 PM,0.5805,5805,15140,,
6/13/2019,4:10:08 PM,0.582,5820,15145,,
6/13/2019,4:10:13 PM,0.5825,5825,15150,,
6/13/2019,4:10:18 PM,0.582,5820,15155,,
6/13/2019,4:10:23 PM,0.582,5820,15160,,
6/13/2019,4:10:28 PM,0.5825,5825,15165,,
6/13/2019,4:10:33 PM,0.582,5820,15170,,
6/13/2019,4:10:38 PM,0.582,5820,15175,,
6/13/2019,4:10:43 PM,0.582,5820,15180,,
6/13/2019,4:10:48 PM,0.5825,5825,15185,,
6/13/2019,4:10:53 PM,0.5825,5825,15190,,
6/13/2019,4:10:58 PM,0.5825,5825,15195,,
6/13/2019,4:11:03 PM,0.5825,5825,15200,,
6/13/2019,4:11:08 PM,0.583,5830,15205,,
6/13/2019,4:11:13 PM,0.584,5840,15210,,
6/13/2019,4:11:18 PM,0.5845,5845,15215,,
6/13/2019,4:11:23 PM,0.5855,5855,15220,,
6/13/2019,4:11:28 PM,0.586,5860,15225,,
6/13/2019,4:11:33 PM,0.585,5850,15230,,
6/13/2019,4:11:38 PM,0.583,5830,15235,,
6/13/2019,4:11:43 PM,0.579,5790,15240,,
6/13/2019,4:11:48 PM,0.5735,5735,15245,,
6/13/2019,4:11:53 PM,0.566,5660,15250,,
6/13/2019,4:11:58 PM,0.5575,5575,15255,,
6/13/2019,4:12:03 PM,0.5495,5495,15260,,
6/13/2019,4:12:08 PM,0.544,5440,15265,,
6/13/2019,4:12:13 PM,0.5405,5405,15270,,
6/13/2019,4:12:18 PM,0.5375,5375,15275,,
6/13/2019,4:12:23 PM,0.5355,5355,15280,,
6/13/2019,4:12:28 PM,0.5325,5325,15285,,
6/13/2019,4:12:33 PM,0.5245,5245,15290,,
6/13/2019,4:12:38 PM,0.5105,5105,15295,,
6/13/2019,4:12:43 PM,0.489,4890,15300,,
6/13/2019,4:12:48 PM,0.4625,4625,15305,,
6/13/2019,4:12:53 PM,0.4315,4315,15310,,
6/13/2019,4:12:58 PM,0.399,3990,15315,,
6/13/2019,4:13:03 PM,0.3655,3655,15320,,
6/13/2019,4:13:08 PM,0.331,3310,15325,,
6/13/2019,4:13:13 PM,0.298,2980,15330,,
6/13/2019,4:13:18 PM,0.2675,2675,15335,,
6/13/2019,4:13:23 PM,0.2385,2385,15340,,
6/13/2019,4:13:28 PM,0.2125,2125,15345,,
6/13/2019,4:13:33 PM,0.1895,1895,15350,,
6/13/2019,4:13:38 PM,0.169,1690,15355,,
6/13/2019,4:13:43 PM,0.151,1510,15360,,
6/13/2019,4:13:48 PM,0.136,1360,15365,,
6/13/2019,4:13:53 PM,0.1225,1225,15370,,
6/13/2019,4:13:58 PM,0.1115,1115,15375,,
6/13/2019,4:14:03 PM,0.102,1020,15380,,
6/13/2019,4:14:08 PM,0.0945,945,15385,,
6/13/2019,4:14:13 PM,0.0875,875,15390,,
6/13/2019,4:14:18 PM,0.0815,815,15395,,
6/13/2019,4:14:23 PM,0.077,770,15400,,
6/13/2019,4:14:28 PM,0.0725,725,15405,,
6/13/2019,4:14:33 PM,0.0685,685,15410,,
6/13/2019,4:14:38 PM,0.065,650,15415,,
6/13/2019,4:14:43 PM,0.002,20,15420,,
6/13/2019,4:14:48 PM,0.002,20,15425,,
6/13/2019,4:14:53 PM,0.002,20,15430,,
6/13/2019,4:14:58 PM,0.002,20,15435,,
6/13/2019,4:15:03 PM,0.002,,,,
6/13/2019,4:15:08 PM,0.002,,,,
6/13/2019,4:15:13 PM,0.002,,,,
6/13/2019,4:15:18 PM,0.002,,,,
6/13/2019,4:15:23 PM,0.002,,,,
6/13/2019,4:15:28 PM,0.002,,,,
6/13/2019,4:15:33 PM,0.002,,,,
6/13/2019,4:15:38 PM,0.002,,,,
6/13/2019,4:15:43 PM,0.002,,,,
6/13/2019,4:15:48 PM,0.002,,,,
6/13/2019,4:15:53 PM,0.002,,,,
6/13/2019,4:15:58 PM,0.002,,,,
6/13/2019,4:16:03 PM,0.002,,,,
6/13/2019,4:16:08 PM,0.002,,,,
6/13/2019,4:16:13 PM,0.002,,,,
6/13/2019,4:16:18 PM,0.002,,,,
6/13/2019,4:16:23 PM,0.002,,,,
6/13/2019,4:16:28 PM,0.002,,,,
6/13/2019,4:16:33 PM,0.002,,,,
6/13/2019,4:16:38 PM,0.002,,,,
6/13/2019,4:16:43 PM,0.002,,,,
6/13/2019,4:16:48 PM,0.002,,,,
6/13/2019,4:16:53 PM,0.002,,,,
6/13/2019,4:16:58 PM,0.002,,,,
6/13/2019,4:17:03 PM,0.002,,,,
6/13/2019,4:17:08 PM,0.002,,,,
6/13/2019,4:17:13 PM,0.002,,,,
6/13/2019,4:17:18 PM,0.002,,,,
6/13/2019,4:17:23 PM,0.002,,,,
6/13/2019,4:17:28 PM,0.002,,,,
6/13/2019,4:17:33 PM,0.002,,,,
6/13/2019,4:17:38 PM,0.002,,,,
6/13/2019,4:17:43 PM,0.002,,,,
6/13/2019,4:17:48 PM,0.002,,,,
6/13/2019,4:17:53 PM,0.002,,,,
6/13/2019,4:17:58 PM,0.002,,,,
6/13/2019,4:18:03 PM,0.002,,,,
6/13/2019,4:18:08 PM,0.002,,,,
6/13/2019,4:18:13 PM,0.002,,,,
6/13/2019,4:18:18 PM,0.002,,,,
6/13/2019,4:18:23 PM,0.002,,,,
6/13/2019,4:18:28 PM,0.002,,,,
6/13/2019,4:18:33 PM,0.002,,,,
6/13/2019,4:18:38 PM,0.002,,,,
6/13/2019,4:18:43 PM,0.002,,,,
6/13/2019,4:18:48 PM,0.002,,,,
6/13/2019,4:18:53 PM,0.002,,,,
6/13/2019,4:18:58 PM,0.002,,,,
6/13/2019,4:19:03 PM,0.002,,,,
6/13/2019,4:19:08 PM,0.002,,,,
6/13/2019,4:19:13 PM,0.002,,,,
6/13/2019,4:19:18 PM,0.002,,,,
6/13/2019,4:19:23 PM,0.002,,,,
6/13/2019,4:19:28 PM,0.002,,,,
6/13/2019,4:19:33 PM,0.002,,,,
6/13/2019,4:19:38 PM,0.002,,,,
6/13/2019,4:19:43 PM,0.002,,,,
6/13/2019,4:19:48 PM,0.002,,,,
6/13/2019,4:19:53 PM,0.002,,,,
6/13/2019,4:19:58 PM,0.002,,,,
6/13/2019,4:20:03 PM,0.002,,,,
6/13/2019,4:20:08 PM,0.002,,,,
6/13/2019,4:20:13 PM,0.002,,,,
6/13/2019,4:20:18 PM,0.002,,,,
6/13/2019,4:20:23 PM,0.002,,,,
6/13/2019,4:20:28 PM,0.002,,,,
6/13/2019,4:20:33 PM,0.002,,,,
6/13/2019,4:20:38 PM,0.002,,,,
6/13/2019,4:20:43 PM,0.002,,,,
6/13/2019,4:20:48 PM,0.002,,,,
6/13/2019,4:20:53 PM,0.002,,,,
6/13/2019,4:20:58 PM,0.002,,,,
6/13/2019,4:21:03 PM,0.002,,,,
6/13/2019,4:21:08 PM,0.002,,,,
6/13/2019,4:21:13 PM,0.002,,,,
6/13/2019,4:21:18 PM,0.002,,,,
6/13/2019,4:21:23 PM,0.002,,,,
6/13/2019,4:21:28 PM,0.002,,,,
6/13/2019,4:21:33 PM,0.002,,,,
6/13/2019,4:21:38 PM,0.002,,,,
6/13/2019,4:21:43 PM,0.002,,,,
6/13/2019,4:21:48 PM,0.002,,,,
6/13/2019,4:21:53 PM,0.002,,,,
6/13/2019,4:21:58 PM,0.002,,,,
6/13/2019,4:22:03 PM,0.002,,,,
6/13/2019,4:22:08 PM,0.002,,,,
6/13/2019,4:22:13 PM,0.002,,,,
6/13/2019,4:22:18 PM,0.002,,,,
6/13/2019,4:22:23 PM,0.002,,,,
6/13/2019,4:22:28 PM,0.002,,,,
6/13/2019,4:22:33 PM,0.002,,,,
6/13/2019,4:22:38 PM,0.002,,,,
6/13/2019,4:22:43 PM,0.002,,,,
6/13/2019,4:22:48 PM,0.002,,,,
6/13/2019,4:22:53 PM,0.002,,,,
6/13/2019,4:22:58 PM,0.002,,,,
6/13/2019,4:23:03 PM,0.002,,,,
6/13/2019,4:23:08 PM,0.002,,,,
6/13/2019,4:23:13 PM,0.002,,,,
6/13/2019,4:23:18 PM,0.002,,,,
6/13/2019,4:23:23 PM,0.002,,,,
6/13/2019,4:23:28 PM,0.002,,,,
6/13/2019,4:23:33 PM,0.002,,,,
6/13/2019,4:23:38 PM,0.002,,,,
6/13/2019,4:23:43 PM,0.002,,,,
6/13/2019,4:23:48 PM,0.002,,,,
6/13/2019,4:23:53 PM,0.002,,,,
6/13/2019,4:23:58 PM,0.002,,,,
6/13/2019,4:24:03 PM,0.002,,,,
6/13/2019,4:24:08 PM,0.002,,,,
6/13/2019,4:24:13 PM,0.002,,,,
6/13/2019,4:24:18 PM,0.002,,,,
6/13/2019,4:24:23 PM,0.002,,,,
6/13/2019,4:24:28 PM,0.002,,,,
6/13/2019,4:24:33 PM,0.002,,,,
6/13/2019,4:24:38 PM,0.002,,,,
6/13/2019,4:24:43 PM,0.002,,,,
6/13/2019,4:24:48 PM,0.002,,,,
6/13/2019,4:24:53 PM,0.002,,,,
6/13/2019,4:24:58 PM,0.002,,,,
6/13/2019,4:25:03 PM,0.002,,,,
6/13/2019,4:25:08 PM,0.002,,,,
6/13/2019,4:25:13 PM,0.002,,,,
6/13/2019,4:25:18 PM,0.002,,,,
6/13/2019,4:25:23 PM,0.002,,,,
6/13/2019,4:25:28 PM,0.002,,,,
6/13/2019,4:25:33 PM,0.002,,,,
6/13/2019,4:25:38 PM,0.002,,,,
6/13/2019,4:25:43 PM,0.002,,,,
6/13/2019,4:25:48 PM,0.002,,,,
6/13/2019,4:25:53 PM,0.002,,,,
6/13/2019,4:25:58 PM,0.002,,,,
6/13/2019,4:26:03 PM,0.002,,,,
