3 to 3090,,Channel 1,,,,
Date,Time,Voltage (V),Conc. CO2 (ppm),Time Elapsed,Discharge,Mol CO2
6/13/2019,9:25:13 PM,0.002,,,,
6/13/2019,9:25:18 PM,0.002,,,,
6/13/2019,9:25:23 PM,0.002,,,,
6/13/2019,9:25:28 PM,0.002,,,,
6/13/2019,9:25:33 PM,0.002,,,,
6/13/2019,9:25:38 PM,0.002,,,,
6/13/2019,9:25:43 PM,0.002,,,,
6/13/2019,9:25:48 PM,0.002,,,,
6/13/2019,9:25:53 PM,0.002,,,,
6/13/2019,9:25:58 PM,0.002,,,,
6/13/2019,9:26:03 PM,0.002,,,,
6/13/2019,9:26:08 PM,0.002,,,,
6/13/2019,9:26:13 PM,0.002,,,,
6/13/2019,9:26:18 PM,0.002,,,,
6/13/2019,9:26:23 PM,0.002,,,,
6/13/2019,9:26:28 PM,0.002,,,,
6/13/2019,9:26:33 PM,0.002,,,,
6/13/2019,9:26:38 PM,0.002,,,,
6/13/2019,9:26:43 PM,0.002,,,,
6/13/2019,9:26:48 PM,0.002,,,,
6/13/2019,9:26:53 PM,0.002,,,,
6/13/2019,9:26:58 PM,0.002,,,,
6/13/2019,9:27:03 PM,0.002,,,,
6/13/2019,9:27:08 PM,0.002,,,,
6/13/2019,9:27:13 PM,0.002,,,,
6/13/2019,9:27:18 PM,0.002,,,,
6/13/2019,9:27:23 PM,0.002,,,,
6/13/2019,9:27:28 PM,0.002,,,,
6/13/2019,9:27:33 PM,0.002,,,,
6/13/2019,9:27:38 PM,0.002,,,,
6/13/2019,9:27:43 PM,0.002,,,,
6/13/2019,9:27:48 PM,0.002,,,,
6/13/2019,9:27:53 PM,0.002,,,,
6/13/2019,9:27:58 PM,0.002,,,,
6/13/2019,9:28:03 PM,0.002,,,,
6/13/2019,9:28:08 PM,0.002,,,,
6/13/2019,9:28:13 PM,0.002,,,,
6/13/2019,9:28:18 PM,0.002,,,,
6/13/2019,9:28:23 PM,0.002,,,,
6/13/2019,9:28:28 PM,0.002,,,,
6/13/2019,9:28:33 PM,0.002,,,,
6/13/2019,9:28:38 PM,0.002,,,,
6/13/2019,9:28:43 PM,0.002,,,,
6/13/2019,9:28:48 PM,0.002,,,,
6/13/2019,9:28:53 PM,0.002,,,,
6/13/2019,9:28:58 PM,0.002,,,,
6/13/2019,9:29:03 PM,0.002,,,,
6/13/2019,9:29:08 PM,0.002,,,,
6/13/2019,9:29:13 PM,0.002,,,,
6/13/2019,9:29:18 PM,0.002,,,,
6/13/2019,9:29:23 PM,0.002,,,,
6/13/2019,9:29:28 PM,0.002,,,,
6/13/2019,9:29:33 PM,0.002,,,,
6/13/2019,9:29:38 PM,0.002,,,,
6/13/2019,9:29:43 PM,0.002,,,,
6/13/2019,9:29:48 PM,0.002,,,,
6/13/2019,9:29:53 PM,0.002,,,,
6/13/2019,9:29:58 PM,0.002,,,,
6/13/2019,9:30:03 PM,0.002,,,,
6/13/2019,9:30:08 PM,0.002,,,,
6/13/2019,9:30:13 PM,0.002,,,,
6/13/2019,9:30:18 PM,0.002,,,,
6/13/2019,9:30:23 PM,0.002,,,,
6/13/2019,9:30:28 PM,0.002,,,,
6/13/2019,9:30:33 PM,0.002,,,,
6/13/2019,9:30:38 PM,0.002,,,,
6/13/2019,9:30:43 PM,0.002,,,,
6/13/2019,9:30:48 PM,0.002,,,,
6/13/2019,9:30:53 PM,0.002,,,,
6/13/2019,9:30:58 PM,0.002,,,,
6/13/2019,9:31:03 PM,0.002,,,,
6/13/2019,9:31:08 PM,0.002,,,,
6/13/2019,9:31:13 PM,0.002,,,,
6/13/2019,9:31:18 PM,0.002,,,,
6/13/2019,9:31:23 PM,0.002,,,,
6/13/2019,9:31:28 PM,0.002,,,,
6/13/2019,9:31:33 PM,0.002,,,,
6/13/2019,9:31:38 PM,0.002,,,,
6/13/2019,9:31:43 PM,0.002,,,,
6/13/2019,9:31:48 PM,0.002,,,,
6/13/2019,9:31:53 PM,0.002,,,,
6/13/2019,9:31:58 PM,0.002,,,,
6/13/2019,9:32:03 PM,0.002,,,,
6/13/2019,9:32:08 PM,0.002,,,,
6/13/2019,9:32:13 PM,0.002,,,,
6/13/2019,9:32:18 PM,0.002,,,,
6/13/2019,9:32:23 PM,0.002,,,,
6/13/2019,9:32:28 PM,0.002,,,,
6/13/2019,9:32:33 PM,0.002,,,,
6/13/2019,9:32:38 PM,0.002,,,,
6/13/2019,9:32:43 PM,0.002,,,,
6/13/2019,9:32:48 PM,0.002,,,,
6/13/2019,9:32:53 PM,0.002,,,,
6/13/2019,9:32:58 PM,0.002,,,,
6/13/2019,9:33:03 PM,0.002,,,,
6/13/2019,9:33:08 PM,0.002,,,,
6/13/2019,9:33:13 PM,0.002,,,,
6/13/2019,9:33:18 PM,0.002,,,,
6/13/2019,9:33:23 PM,0.002,,,,
6/13/2019,9:33:28 PM,0.002,,,,
6/13/2019,9:33:33 PM,0.002,,,,
6/13/2019,9:33:38 PM,0.002,,,,
6/13/2019,9:33:43 PM,0.002,,,,
6/13/2019,9:33:48 PM,0.002,,,,
6/13/2019,9:33:53 PM,0.002,,,,
6/13/2019,9:33:58 PM,0.002,,,,
6/13/2019,9:34:03 PM,0.002,,,,
6/13/2019,9:34:08 PM,0.002,,,,
6/13/2019,9:34:13 PM,0.002,,,,
6/13/2019,9:34:18 PM,0.002,,,,
6/13/2019,9:34:23 PM,0.002,,,,
6/13/2019,9:34:28 PM,0.002,,,,
6/13/2019,9:34:33 PM,0.002,,,,
6/13/2019,9:34:38 PM,0.002,,,,
6/13/2019,9:34:43 PM,0.002,,,,
6/13/2019,9:34:48 PM,0.002,,,,
6/13/2019,9:34:53 PM,0.002,,,,
6/13/2019,9:34:58 PM,0.002,,,,
6/13/2019,9:35:03 PM,0.002,,,,
6/13/2019,9:35:08 PM,0.002,,,,
6/13/2019,9:35:13 PM,0.002,,,,
6/13/2019,9:35:18 PM,0.002,,,,
6/13/2019,9:35:23 PM,0.002,,,,
6/13/2019,9:35:28 PM,0.002,,,,
6/13/2019,9:35:33 PM,0.002,,,,
6/13/2019,9:35:38 PM,0.002,,,,
6/13/2019,9:35:43 PM,0.002,,,,
6/13/2019,9:35:48 PM,0.002,,,,
6/13/2019,9:35:53 PM,0.002,,,,
6/13/2019,9:35:58 PM,0.002,,,,
6/13/2019,9:36:03 PM,0.002,,,,
6/13/2019,9:36:08 PM,0.002,,,,
6/13/2019,9:36:13 PM,0.002,,,,
6/13/2019,9:36:18 PM,0.002,,,,
6/13/2019,9:36:23 PM,0.002,,,,
6/13/2019,9:36:28 PM,0.002,,,,
6/13/2019,9:36:33 PM,0.002,,,,
6/13/2019,9:36:38 PM,0.002,,,,
6/13/2019,9:36:43 PM,0.002,,,,
6/13/2019,9:36:48 PM,0.002,,,,
6/13/2019,9:36:53 PM,0.002,,,,
6/13/2019,9:36:58 PM,0.002,,,,
6/13/2019,9:37:03 PM,0.002,,,,
6/13/2019,9:37:08 PM,0.002,,,,
6/13/2019,9:37:13 PM,0.002,,,,
6/13/2019,9:37:18 PM,0.002,,,,
6/13/2019,9:37:23 PM,0.002,,,,
6/13/2019,9:37:28 PM,0.002,,,,
6/13/2019,9:37:33 PM,0.002,,,,
6/13/2019,9:37:38 PM,0.002,,,,
6/13/2019,9:37:43 PM,0.002,,,,
6/13/2019,9:37:48 PM,0.002,,,,
6/13/2019,9:37:53 PM,0.002,,,,
6/13/2019,9:37:58 PM,0.002,,,,
6/13/2019,9:38:03 PM,0.002,,,,
6/13/2019,9:38:08 PM,0.002,,,,
6/13/2019,9:38:13 PM,0.002,,,,
6/13/2019,9:38:18 PM,0.002,,,,
6/13/2019,9:38:23 PM,0.002,,,,
6/13/2019,9:38:28 PM,0.002,,,,
6/13/2019,9:38:33 PM,0.002,,,,
6/13/2019,9:38:38 PM,0.002,,,,
6/13/2019,9:38:43 PM,0.002,,,,
6/13/2019,9:38:48 PM,0.002,,,,
6/13/2019,9:38:53 PM,0.002,,,,
6/13/2019,9:38:58 PM,0.002,,,,
6/13/2019,9:39:03 PM,0.002,,,,
6/13/2019,9:39:08 PM,0.002,,,,
6/13/2019,9:39:13 PM,0.002,,,,
6/13/2019,9:39:18 PM,0.002,,,,
6/13/2019,9:39:23 PM,0.002,,,,
6/13/2019,9:39:28 PM,0.002,,,,
6/13/2019,9:39:33 PM,0.002,,,,
6/13/2019,9:39:38 PM,0.002,,,,
6/13/2019,9:39:43 PM,0.002,,,,
6/13/2019,9:39:48 PM,0.002,,,,
6/13/2019,9:39:53 PM,0.002,,,,
6/13/2019,9:39:58 PM,0.002,,,,
6/13/2019,9:40:03 PM,0.002,,,,
6/13/2019,9:40:08 PM,0.002,,,,
6/13/2019,9:40:13 PM,0.002,,,,
6/13/2019,9:40:18 PM,0.002,,,,
6/13/2019,9:40:23 PM,0.002,,,,
6/13/2019,9:40:28 PM,0.002,,,,
6/13/2019,9:40:33 PM,0.002,,,,
6/13/2019,9:40:38 PM,0.002,,,,
6/13/2019,9:40:43 PM,0.002,,,,
6/13/2019,9:40:48 PM,0.002,,,,
6/13/2019,9:40:53 PM,0.002,,,,
6/13/2019,9:40:58 PM,0.002,,,,
6/13/2019,9:41:03 PM,0.002,,,,
6/13/2019,9:41:08 PM,0.002,,,,
6/13/2019,9:41:13 PM,0.002,,,,
6/13/2019,9:41:18 PM,0.002,,,,
6/13/2019,9:41:23 PM,0.002,,,,
6/13/2019,9:41:28 PM,0.002,,,,
6/13/2019,9:41:33 PM,0.002,,,,
6/13/2019,9:41:38 PM,0.002,,,,
6/13/2019,9:41:43 PM,0.002,,,,
6/13/2019,9:41:48 PM,0.002,,,,
6/13/2019,9:41:53 PM,0.002,,,,
6/13/2019,9:41:58 PM,0.002,,,,
6/13/2019,9:42:03 PM,0.002,,,,
6/13/2019,9:42:08 PM,0.002,,,,
6/13/2019,9:42:13 PM,0.002,,,,
6/13/2019,9:42:18 PM,0.002,,,,
6/13/2019,9:42:23 PM,0.002,,,,
6/13/2019,9:42:28 PM,0.002,,,,
6/13/2019,9:42:33 PM,0.002,,,,
6/13/2019,9:42:38 PM,0.002,,,,
6/13/2019,9:42:43 PM,0.002,,,,
6/13/2019,9:42:48 PM,0.002,,,,
6/13/2019,9:42:53 PM,0.002,,,,
6/13/2019,9:42:58 PM,0.002,,,,
6/13/2019,9:43:03 PM,0.002,,,,
6/13/2019,9:43:08 PM,0.002,,,,
6/13/2019,9:43:13 PM,0.002,,,,
6/13/2019,9:43:18 PM,0.002,,,,
6/13/2019,9:43:23 PM,0.002,,,,
6/13/2019,9:43:28 PM,0.002,,,,
6/13/2019,9:43:33 PM,0.002,,,,
6/13/2019,9:43:38 PM,0.002,,,,
6/13/2019,9:43:43 PM,0.002,,,,
6/13/2019,9:43:48 PM,0.002,,,,
6/13/2019,9:43:53 PM,0.002,,,,
6/13/2019,9:43:58 PM,0.002,,,,
6/13/2019,9:44:03 PM,0.002,,,,
6/13/2019,9:44:08 PM,0.002,,,,
6/13/2019,9:44:13 PM,0.002,,,,
6/13/2019,9:44:18 PM,0.002,,,,
6/13/2019,9:44:23 PM,0.002,,,,
6/13/2019,9:44:28 PM,0.002,,,,
6/13/2019,9:44:33 PM,0.002,,,,
6/13/2019,9:44:38 PM,0.002,,,,
6/13/2019,9:44:43 PM,0.002,,,,
6/13/2019,9:44:48 PM,0.002,,,,
6/13/2019,9:44:53 PM,0.002,,,,
6/13/2019,9:44:58 PM,0.002,,,,
6/13/2019,9:45:03 PM,0.002,,,,
6/13/2019,9:45:08 PM,0.002,,,,
6/13/2019,9:45:13 PM,0.002,,,,
6/13/2019,9:45:18 PM,0.002,,,,
6/13/2019,9:45:23 PM,0.002,,,,
6/13/2019,9:45:28 PM,0.002,,,,
6/13/2019,9:45:33 PM,0.002,,,,
6/13/2019,9:45:38 PM,0.002,,,,
6/13/2019,9:45:43 PM,0.002,,,,
6/13/2019,9:45:48 PM,0.002,,,,
6/13/2019,9:45:53 PM,0.002,,,,
6/13/2019,9:45:58 PM,0.002,,,,
6/13/2019,9:46:03 PM,0.002,,,,
6/13/2019,9:46:08 PM,0.002,,,,
6/13/2019,9:46:13 PM,0.002,,,,
6/13/2019,9:46:18 PM,0.002,,,,
6/13/2019,9:46:23 PM,0.002,,,,
6/13/2019,9:46:28 PM,0.002,,,,
6/13/2019,9:46:33 PM,0.002,,,,
6/13/2019,9:46:38 PM,0.002,,,,
6/13/2019,9:46:43 PM,0.002,,,,
6/13/2019,9:46:48 PM,0.002,,,,
6/13/2019,9:46:53 PM,0.002,,,,
6/13/2019,9:46:58 PM,0.002,,,,
6/13/2019,9:47:03 PM,0.002,,,,
6/13/2019,9:47:08 PM,0.002,,,,
6/13/2019,9:47:13 PM,0.002,,,,
6/13/2019,9:47:18 PM,0.002,,,,
6/13/2019,9:47:23 PM,0.002,,,,
6/13/2019,9:47:28 PM,0.002,,,,
6/13/2019,9:47:33 PM,0.002,,,,
6/13/2019,9:47:38 PM,0.002,,,,
6/13/2019,9:47:43 PM,0.002,,,,
6/13/2019,9:47:48 PM,0.002,,,,
6/13/2019,9:47:53 PM,0.002,,,,
6/13/2019,9:47:58 PM,0.002,,,,
6/13/2019,9:48:03 PM,0.002,,,,
6/13/2019,9:48:08 PM,0.002,,,,
6/13/2019,9:48:13 PM,0.002,,,,
6/13/2019,9:48:18 PM,0.002,,,,
6/13/2019,9:48:23 PM,0.002,,,,
6/13/2019,9:48:28 PM,0.002,,,,
6/13/2019,9:48:33 PM,0.002,,,,
6/13/2019,9:48:38 PM,0.002,,,,
6/13/2019,9:48:43 PM,0.002,,,,
6/13/2019,9:48:48 PM,0.002,,,,
6/13/2019,9:48:53 PM,0.002,,,,
6/13/2019,9:48:58 PM,0.002,,,,
6/13/2019,9:49:03 PM,0.002,,,,
6/13/2019,9:49:08 PM,0.002,,,,
6/13/2019,9:49:13 PM,0.002,,,,
6/13/2019,9:49:18 PM,0.002,,,,
6/13/2019,9:49:23 PM,0.002,,,,
6/13/2019,9:49:28 PM,0.002,,,,
6/13/2019,9:49:33 PM,0.002,,,,
6/13/2019,9:49:38 PM,0.002,,,,
6/13/2019,9:49:43 PM,0.002,,,,
6/13/2019,9:49:48 PM,0.002,,,,
6/13/2019,9:49:53 PM,0.002,,,,
6/13/2019,9:49:58 PM,0.002,,,,
6/13/2019,9:50:03 PM,0.002,,,,
6/13/2019,9:50:08 PM,0.002,,,,
6/13/2019,9:50:13 PM,0.002,,,,
6/13/2019,9:50:18 PM,0.002,,,,
6/13/2019,9:50:23 PM,0.002,,,,
6/13/2019,9:50:28 PM,0.002,,,,
6/13/2019,9:50:33 PM,0.002,,,,
6/13/2019,9:50:38 PM,0.002,,,,
6/13/2019,9:50:43 PM,0.002,,,,
6/13/2019,9:50:48 PM,0.002,,,,
6/13/2019,9:50:53 PM,0.002,,,,
6/13/2019,9:50:58 PM,0.002,,,,
6/13/2019,9:51:03 PM,0.002,,,,
6/13/2019,9:51:08 PM,0.002,,,,
6/13/2019,9:51:13 PM,0.002,,,,
6/13/2019,9:51:18 PM,0.002,,,,
6/13/2019,9:51:23 PM,0.002,,,,
6/13/2019,9:51:28 PM,0.002,,,,
6/13/2019,9:51:33 PM,0.002,,,,
6/13/2019,9:51:38 PM,0.002,,,,
6/13/2019,9:51:43 PM,0.002,,,,
6/13/2019,9:51:48 PM,0.002,,,,
6/13/2019,9:51:53 PM,0.002,,,,
6/13/2019,9:51:58 PM,0.002,,,,
6/13/2019,9:52:03 PM,0.002,,,,
6/13/2019,9:52:08 PM,0.002,,,,
6/13/2019,9:52:13 PM,0.002,,,,
6/13/2019,9:52:18 PM,0.002,,,,
6/13/2019,9:52:23 PM,0.002,,,,
6/13/2019,9:52:28 PM,0.002,,,,
6/13/2019,9:52:33 PM,0.002,,,,
6/13/2019,9:52:38 PM,0.002,,,,
6/13/2019,9:52:43 PM,0.002,,,,
6/13/2019,9:52:48 PM,0.002,,,,
6/13/2019,9:52:53 PM,0.002,,,,
6/13/2019,9:52:58 PM,0.002,,,,
6/13/2019,9:53:03 PM,0.002,,,,
6/13/2019,9:53:08 PM,0.002,,,,
6/13/2019,9:53:13 PM,0.002,,,,
6/13/2019,9:53:18 PM,0.002,,,,
6/13/2019,9:53:23 PM,0.002,,,,
6/13/2019,9:53:28 PM,0.002,,,,
6/13/2019,9:53:33 PM,0.002,,,,
6/13/2019,9:53:38 PM,0.002,,,,
6/13/2019,9:53:43 PM,0.002,,,,
6/13/2019,9:53:48 PM,0.002,,,,
6/13/2019,9:53:53 PM,0.002,,,,
6/13/2019,9:53:58 PM,0.002,,,,
6/13/2019,9:54:03 PM,0.002,,,,
6/13/2019,9:54:08 PM,0.002,,,,
6/13/2019,9:54:13 PM,0.002,,,,
6/13/2019,9:54:18 PM,0.002,,,,
6/13/2019,9:54:23 PM,0.002,,,,
6/13/2019,9:54:28 PM,0.002,,,,
6/13/2019,9:54:33 PM,0.002,,,,
6/13/2019,9:54:38 PM,0.002,,,,
6/13/2019,9:54:43 PM,0.002,,,,
6/13/2019,9:54:48 PM,0.002,,,,
6/13/2019,9:54:53 PM,0.002,,,,
6/13/2019,9:54:58 PM,0.002,,,,
6/13/2019,9:55:03 PM,0.002,,,,
6/13/2019,9:55:08 PM,0.002,,,,
6/13/2019,9:55:13 PM,0.002,,,,
6/13/2019,9:55:18 PM,0.002,,,,
6/13/2019,9:55:23 PM,0.002,,,,
6/13/2019,9:55:28 PM,0.002,,,,
6/13/2019,9:55:33 PM,0.002,,,,
6/13/2019,9:55:38 PM,0.002,,,,
6/13/2019,9:55:43 PM,0.002,,,,
6/13/2019,9:55:48 PM,0.002,,,,
6/13/2019,9:55:53 PM,0.002,,,,
6/13/2019,9:55:58 PM,0.002,,,,
6/13/2019,9:56:03 PM,0.002,,,,
6/13/2019,9:56:08 PM,0.002,,,,
6/13/2019,9:56:13 PM,0.002,,,,
6/13/2019,9:56:18 PM,0.002,,,,
6/13/2019,9:56:23 PM,0.002,,,,
6/13/2019,9:56:28 PM,0.002,,,,
6/13/2019,9:56:33 PM,0.002,,,,
6/13/2019,9:56:38 PM,0.002,,,,
6/13/2019,9:56:43 PM,0.002,,,,
6/13/2019,9:56:48 PM,0.002,,,,
6/13/2019,9:56:53 PM,0.002,,,,
6/13/2019,9:56:58 PM,0.002,,,,
6/13/2019,9:57:03 PM,0.002,,,,
6/13/2019,9:57:08 PM,0.002,,,,
6/13/2019,9:57:13 PM,0.002,,,,
6/13/2019,9:57:18 PM,0.002,,,,
6/13/2019,9:57:23 PM,0.002,,,,
6/13/2019,9:57:28 PM,0.002,,,,
6/13/2019,9:57:33 PM,0.002,,,,
6/13/2019,9:57:38 PM,0.002,,,,
6/13/2019,9:57:43 PM,0.002,,,,
6/13/2019,9:57:48 PM,0.002,,,,
6/13/2019,9:57:53 PM,0.002,,,,
6/13/2019,9:57:58 PM,0.002,,,,
6/13/2019,9:58:03 PM,0.002,,,,
6/13/2019,9:58:08 PM,0.002,,,,
6/13/2019,9:58:13 PM,0.002,,,,
6/13/2019,9:58:18 PM,0.002,,,,
6/13/2019,9:58:23 PM,0.002,,,,
6/13/2019,9:58:28 PM,0.002,,,,
6/13/2019,9:58:33 PM,0.002,,,,
6/13/2019,9:58:38 PM,0.002,,,,
6/13/2019,9:58:43 PM,0.002,,,,
6/13/2019,9:58:48 PM,0.002,,,,
6/13/2019,9:58:53 PM,0.002,,,,
6/13/2019,9:58:58 PM,0.002,,,,
6/13/2019,9:59:03 PM,0.002,,,,
6/13/2019,9:59:08 PM,0.002,,,,
6/13/2019,9:59:13 PM,0.002,,,,
6/13/2019,9:59:18 PM,0.002,,,,
6/13/2019,9:59:23 PM,0.002,,,,
6/13/2019,9:59:28 PM,0.002,,,,
6/13/2019,9:59:33 PM,0.002,,,,
6/13/2019,9:59:38 PM,0.002,,,,
6/13/2019,9:59:43 PM,0.002,,,,
6/13/2019,9:59:48 PM,0.002,,,,
6/13/2019,9:59:53 PM,0.002,,,,
6/13/2019,9:59:58 PM,0.002,,,,
6/13/2019,10:00:03 PM,0.002,,,,
6/13/2019,10:00:08 PM,0.002,,,,
6/13/2019,10:00:13 PM,0.002,,,,
6/13/2019,10:00:18 PM,0.002,,,,
6/13/2019,10:00:23 PM,0.002,,,,
6/13/2019,10:00:28 PM,0.002,,,,
6/13/2019,10:00:33 PM,0.002,,,,
6/13/2019,10:00:38 PM,0.002,,,,
6/13/2019,10:00:43 PM,0.002,,,,
6/13/2019,10:00:48 PM,0.002,,,,
6/13/2019,10:00:53 PM,0.002,,,,
6/13/2019,10:00:58 PM,0.002,,,,
6/13/2019,10:01:03 PM,0.002,,,,
6/13/2019,10:01:08 PM,0.002,,,,
6/13/2019,10:01:13 PM,0.002,,,,
6/13/2019,10:01:18 PM,0.002,,,,
6/13/2019,10:01:23 PM,0.002,,,,
6/13/2019,10:01:28 PM,0.002,,,,
6/13/2019,10:01:33 PM,0.002,,,,
6/13/2019,10:01:38 PM,0.002,,,,
6/13/2019,10:01:43 PM,0.002,,,,
6/13/2019,10:01:48 PM,0.002,,,,
6/13/2019,10:01:53 PM,0.002,,,,
6/13/2019,10:01:58 PM,0.002,,,,
6/13/2019,10:02:03 PM,0.002,,,,
6/13/2019,10:02:08 PM,0.002,,,,
6/13/2019,10:02:13 PM,0.002,,,,
6/13/2019,10:02:18 PM,0.002,,,,
6/13/2019,10:02:23 PM,0.002,,,,
6/13/2019,10:02:28 PM,0.002,,,,
6/13/2019,10:02:33 PM,0.002,,,,
6/13/2019,10:02:38 PM,0.002,,,,
6/13/2019,10:02:43 PM,0.002,,,,
6/13/2019,10:02:48 PM,0.002,,,,
6/13/2019,10:02:53 PM,0.002,,,,
6/13/2019,10:02:58 PM,0.002,,,,
6/13/2019,10:03:03 PM,0.002,,,,
6/13/2019,10:03:08 PM,0.002,,,,
6/13/2019,10:03:13 PM,0.002,,,,
6/13/2019,10:03:18 PM,0.002,,,,
6/13/2019,10:03:23 PM,0.002,,,,
6/13/2019,10:03:28 PM,0.002,,,,
6/13/2019,10:03:33 PM,0.002,,,,
6/13/2019,10:03:38 PM,0.002,,,,
6/13/2019,10:03:43 PM,0.002,,,,
6/13/2019,10:03:48 PM,0.002,,,,
6/13/2019,10:03:53 PM,0.002,,,,
6/13/2019,10:03:58 PM,0.002,,,,
6/13/2019,10:04:03 PM,0.002,,,,
6/13/2019,10:04:08 PM,0.002,,,,
6/13/2019,10:04:13 PM,0.002,,,,
6/13/2019,10:04:18 PM,0.002,,,,
6/13/2019,10:04:23 PM,0.002,,,,
6/13/2019,10:04:28 PM,0.002,,,,
6/13/2019,10:04:33 PM,0.002,,,,
6/13/2019,10:04:38 PM,0.002,,,,
6/13/2019,10:04:43 PM,0.002,,,,
6/13/2019,10:04:48 PM,0.002,,,,
6/13/2019,10:04:53 PM,0.002,,,,
6/13/2019,10:04:58 PM,0.002,,,,
6/13/2019,10:05:03 PM,0.002,,,,
6/13/2019,10:05:08 PM,0.002,,,,
6/13/2019,10:05:13 PM,0.002,,,,
6/13/2019,10:05:18 PM,0.002,,,,
6/13/2019,10:05:23 PM,0.002,,,,
6/13/2019,10:05:28 PM,0.002,,,,
6/13/2019,10:05:33 PM,0.002,,,,
6/13/2019,10:05:38 PM,0.002,,,,
6/13/2019,10:05:43 PM,0.002,,,,
6/13/2019,10:05:48 PM,0.002,,,,
6/13/2019,10:05:53 PM,0.002,,,,
6/13/2019,10:05:58 PM,0.002,,,,
6/13/2019,10:06:03 PM,0.002,,,,
6/13/2019,10:06:08 PM,0.002,,,,
6/13/2019,10:06:13 PM,0.002,,,,
6/13/2019,10:06:18 PM,0.002,,,,
6/13/2019,10:06:23 PM,0.002,,,,
6/13/2019,10:06:28 PM,0.002,,,,
6/13/2019,10:06:33 PM,0.002,,,,
6/13/2019,10:06:38 PM,0.002,,,,
6/13/2019,10:06:43 PM,0.002,,,,
6/13/2019,10:06:48 PM,0.002,,,,
6/13/2019,10:06:53 PM,0.002,,,,
6/13/2019,10:06:58 PM,0.002,,,,
6/13/2019,10:07:03 PM,0.002,,,,
6/13/2019,10:07:08 PM,0.002,,,,
6/13/2019,10:07:13 PM,0.002,,,,
6/13/2019,10:07:18 PM,0.002,,,,
6/13/2019,10:07:23 PM,0.002,,,,
6/13/2019,10:07:28 PM,0.002,,,,
6/13/2019,10:07:33 PM,0.002,,,,
6/13/2019,10:07:38 PM,0.002,,,,
6/13/2019,10:07:43 PM,0.002,,,,
6/13/2019,10:07:48 PM,0.002,,,,
6/13/2019,10:07:53 PM,0.002,,,,
6/13/2019,10:07:58 PM,0.002,,,,
6/13/2019,10:08:03 PM,0.002,,,,
6/13/2019,10:08:08 PM,0.002,,,,
6/13/2019,10:08:13 PM,0.002,,,,
6/13/2019,10:08:18 PM,0.002,,,,
6/13/2019,10:08:23 PM,0.002,,,,
6/13/2019,10:08:28 PM,0.002,,,,
6/13/2019,10:08:33 PM,0.002,,,,
6/13/2019,10:08:38 PM,0.002,,,,
6/13/2019,10:08:43 PM,0.002,,,,
6/13/2019,10:08:48 PM,0.002,,,,
6/13/2019,10:08:53 PM,0.002,,,,
6/13/2019,10:08:58 PM,0.002,,,,
6/13/2019,10:09:03 PM,0.002,,,,
6/13/2019,10:09:08 PM,0.002,,,,
6/13/2019,10:09:13 PM,0.002,,,,
6/13/2019,10:09:18 PM,0.002,,,,
6/13/2019,10:09:23 PM,0.002,,,,
6/13/2019,10:09:28 PM,0.002,,,,
6/13/2019,10:09:33 PM,0.002,,,,
6/13/2019,10:09:38 PM,0.002,,,,
6/13/2019,10:09:43 PM,0.002,,,,
6/13/2019,10:09:48 PM,0.002,,,,
6/13/2019,10:09:53 PM,0.002,,,,
6/13/2019,10:09:58 PM,0.002,,,,
6/13/2019,10:10:03 PM,0.002,,,,
6/13/2019,10:10:08 PM,0.002,,,,
6/13/2019,10:10:13 PM,0.002,,,,
6/13/2019,10:10:18 PM,0.002,,,,
6/13/2019,10:10:23 PM,0.002,,,,
6/13/2019,10:10:28 PM,0.002,,,,
6/13/2019,10:10:33 PM,0.002,,,,
6/13/2019,10:10:38 PM,0.002,,,,
6/13/2019,10:10:43 PM,0.002,,,,
6/13/2019,10:10:48 PM,0.002,,,,
6/13/2019,10:10:53 PM,0.002,,,,
6/13/2019,10:10:58 PM,0.002,,,,
6/13/2019,10:11:03 PM,0.002,,,,
6/13/2019,10:11:08 PM,0.002,,,,
6/13/2019,10:11:13 PM,0.002,,,,
6/13/2019,10:11:18 PM,0.002,,,,
6/13/2019,10:11:23 PM,0.002,,,,
6/13/2019,10:11:28 PM,0.002,,,,
6/13/2019,10:11:33 PM,0.002,,,,
6/13/2019,10:11:38 PM,0.002,,,,
6/13/2019,10:11:43 PM,0.002,,,,
6/13/2019,10:11:48 PM,0.002,,,,
6/13/2019,10:11:53 PM,0.002,,,,
6/13/2019,10:11:58 PM,0.002,,,,
6/13/2019,10:12:03 PM,0.002,,,,
6/13/2019,10:12:08 PM,0.002,,,,
6/13/2019,10:12:13 PM,0.002,,,,
6/13/2019,10:12:18 PM,0.002,,,,
6/13/2019,10:12:23 PM,0.002,,,,
6/13/2019,10:12:28 PM,0.002,,,,
6/13/2019,10:12:33 PM,0.002,,,,
6/13/2019,10:12:38 PM,0.002,,,,
6/13/2019,10:12:43 PM,0.002,,,,
6/13/2019,10:12:48 PM,0.002,,,,
6/13/2019,10:12:53 PM,0.002,,,,
6/13/2019,10:12:58 PM,0.002,,,,
6/13/2019,10:13:03 PM,0.002,,,,
6/13/2019,10:13:08 PM,0.002,,,,
6/13/2019,10:13:13 PM,0.002,,,,
6/13/2019,10:13:18 PM,0.002,,,,
6/13/2019,10:13:23 PM,0.002,,,,
6/13/2019,10:13:28 PM,0.002,,,,
