"Plot Title: DO_3"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645538, SEN S/N: 20645538)","Temp, °F (LGR S/N: 20645538, SEN S/N: 20645538)","Coupler Detached (LGR S/N: 20645538)","Coupler Attached (LGR S/N: 20645538)","Host Connected (LGR S/N: 20645538)","Stopped (LGR S/N: 20645538)","End Of File (LGR S/N: 20645538)"
78,07/10/19 07:54:49 AM,8.38,37.47,,,,,
79,07/10/19 08:09:49 AM,8.36,37.62,,,,,
80,07/10/19 08:24:49 AM,8.33,38.01,,,,,
81,07/10/19 08:39:49 AM,8.27,38.44,,,,,
82,07/10/19 08:54:49 AM,8.22,38.98,,,,,
83,07/10/19 09:09:49 AM,8.14,39.60,,,,,
84,07/10/19 09:24:49 AM,8.06,40.24,,,,,
85,07/10/19 09:39:49 AM,8.00,40.78,,,,,
86,07/10/19 09:54:49 AM,7.93,41.32,,,,,
87,07/10/19 10:09:49 AM,7.90,41.61,,,,,
88,07/10/19 10:24:49 AM,7.86,41.97,,,,,
89,07/10/19 10:39:49 AM,7.80,42.44,,,,,
90,07/10/19 10:54:49 AM,7.75,42.84,,,,,
91,07/10/19 11:09:49 AM,7.71,43.27,,,,,
92,07/10/19 11:24:49 AM,7.62,44.31,,,,,
93,07/10/19 11:39:49 AM,7.48,45.54,,,,,
94,07/10/19 11:54:49 AM,7.34,46.76,,,,,
95,07/10/19 12:09:49 PM,7.23,47.80,,,,,
96,07/10/19 12:24:49 PM,7.15,48.63,,,,,
97,07/10/19 12:27:58 PM,,,,Logged,,,
98,07/10/19 12:28:15 PM,,,,,Logged,,
99,07/10/19 12:28:38 PM,,,,,Logged,,
100,07/10/19 12:28:41 PM,,,,,,Logged,Logged
