"Date_Time","DO_mgl","DO_Temp","WL_m","WL_Temp","EC_us","EC_Temp","airpress_kpa","Air_Temp_c","Air_Temp_LaVirgin"
"2019-08-15 02:15:00 UTC",6.3,0.422222222222221,1.8515,0.223,7.7,8.2,62.3707,4.966,-1.218
"2019-08-15 02:30:00 UTC",6.28,0.422222222222221,1.8523,0.238,7.7,8.2,62.3674,4.959,-1.277
"2019-08-15 02:45:00 UTC",6.26,0.438888888888888,1.87,0.266,7.8,8.2,62.3707,4.963,-1.329
"2019-08-15 03:00:00 UTC",6.26,0.46111111111111,1.8662,0.302,7.8,8.2,62.404,4.963,-1.198
"2019-08-15 03:15:00 UTC",6.27,0.477777777777777,1.8408,0.348,7.8,8.2,62.411,4.959,-1.218
"2019-08-15 03:30:00 UTC",6.29,0.477777777777777,1.8655,0.43,7.7,8.2,62.409,4.962,-1.02
"2019-08-15 03:45:00 UTC",6.32,0.522222222222221,1.8553,0.517,7.8,8.2,62.4346,4.968,-0.988
"2019-08-15 04:00:00 UTC",6.36,0.56111111111111,1.8485,0.583,7.7,8.2,62.4659,4.968,-0.888
"2019-08-15 04:15:00 UTC",6.43,0.599999999999999,1.8564,0.661,7.7,8.2,62.4694,4.972,-0.84
"2019-08-15 04:30:00 UTC",6.49,0.677777777777777,1.8666,0.777,7.7,8.2,62.4595,4.973,-0.728
"2019-08-15 04:45:00 UTC",6.56,0.76111111111111,1.88,0.941,7.7,8.2,62.4649,4.973,-0.58
"2019-08-15 05:00:00 UTC",6.64,0.838888888888888,1.8855,1.031,7.8,8.2,62.4622,4.971,-0.564
"2019-08-15 05:15:00 UTC",6.71,0.92222222222222,1.891,1.105,7.7,8.2,62.4652,4.97,-0.473
"2019-08-15 05:30:00 UTC",6.8,1.02222222222222,1.877,1.194,7.7,8.2,62.4756,4.969,-0.416
"2019-08-15 05:45:00 UTC",6.86,1.17777777777778,1.8895,1.279,7.7,8.2,62.4753,4.969,-0.393
"2019-08-15 06:00:00 UTC",6.91,1.27777777777778,1.8988,1.452,7.7,8.2,62.4845,4.968,-0.281
"2019-08-15 06:15:00 UTC",6.97,1.33888888888889,1.9181,1.567,7.6,8.2,62.4671,4.967,-0.343
"2019-08-15 06:30:00 UTC",7.04,1.43888888888889,1.9402,1.615,7.6,8.2,62.4428,4.964,-0.276
"2019-08-15 06:45:00 UTC",7.1,1.53888888888889,1.9412,1.797,7.7,8.2,62.4646,4.969,-0.107
"2019-08-15 07:00:00 UTC",7.15,1.7,1.976,2.118,7.7,8.2,62.4447,4.978,0.373
"2019-08-15 07:15:00 UTC",7.2,1.82222222222222,1.9706,2.386,7.7,8.2,62.4562,4.976,-0.038
"2019-08-15 07:30:00 UTC",7.24,1.87777777777778,1.9596,2.301,7.7,9,62.4535,4.968,0.043
"2019-08-15 07:45:00 UTC",7.3,2.03888888888889,1.9571,2.337,7.7,8.2,62.4535,4.964,0.157
"2019-08-15 08:00:00 UTC",7.36,2.36111111111111,1.95,2.451,7.8,8.2,62.4373,4.97,0.572
"2019-08-15 08:15:00 UTC",7.34,2.62222222222222,1.9665,2.979,7.8,9,62.4246,4.979,1.125
"2019-08-15 08:30:00 UTC",7.34,2.57777777777778,1.9968,3.788,7.8,8.2,62.4002,4.985,1.225
"2019-08-15 08:45:00 UTC",7.38,2.6,1.9946,3.741,7.7,8.2,62.4005,4.977,0.631
"2019-08-15 09:00:00 UTC",7.43,2.73888888888889,1.9822,3.589,7.7,8.2,62.3966,4.967,0.574
"2019-08-15 09:15:00 UTC",7.5,3.26111111111111,1.9699,3.327,7.8,8.2,62.3842,4.958,0.361
"2019-08-15 09:30:00 UTC",7.45,3.97777777777778,1.9602,3.225,8,8.2,62.374,4.952,0.308
"2019-08-15 09:45:00 UTC",7.39,4.02222222222222,1.9455,3.015,7.9,8.6,62.3796,4.944,0.04
"2019-08-15 10:00:00 UTC",7.38,3.87777777777778,1.921,2.589,8,8.2,62.3822,4.936,-0.29
"2019-08-15 10:15:00 UTC",7.36,3.63888888888889,1.8906,2.265,7.9,9,62.3705,4.93,-0.354
"2019-08-15 10:30:00 UTC",7.36,3.52222222222222,1.8885,1.964,7.9,9,62.3542,4.926,-0.419
"2019-08-15 10:45:00 UTC",7.33,3.3,1.8816,1.807,7.8,8.2,62.3546,4.919,-0.48
"2019-08-15 11:00:00 UTC",7.39,2.9,1.8733,1.773,7.7,8.2,62.3565,4.917,-0.402
"2019-08-15 11:15:00 UTC",7.42,2.56111111111111,1.8726,1.743,7.6,8.2,62.3542,4.916,-0.254
"2019-08-15 11:30:00 UTC",7.49,2.26111111111111,1.8799,1.775,7.4,8.2,62.3557,4.915,-0.211
"2019-08-15 11:45:00 UTC",7.55,2.1,1.8782,1.847,7.4,8.2,62.3678,4.911,-0.064
"2019-08-15 12:00:00 UTC",7.59,2.03888888888889,1.8602,1.822,7.3,8.2,62.3796,4.902,-0.088
"2019-08-15 12:15:00 UTC",7.6,2,1.8535,1.692,7.3,8.2,62.389,4.892,-0.102
"2019-08-15 12:30:00 UTC",7.64,2.03888888888889,1.8557,1.531,7.3,8.2,62.3983,4.888,-0.071
"2019-08-15 12:45:00 UTC",7.66,2.1,1.8444,1.315,7.3,8.2,62.4178,4.879,-0.035
"2019-08-15 13:00:00 UTC",7.64,2.07777777777778,1.8636,1.114,7.3,8.2,62.4246,4.871,0.168
"2019-08-15 13:15:00 UTC",7.62,1.96111111111111,1.8464,0.926,7.3,8.6,62.442,4.862,0.231
"2019-08-15 13:30:00 UTC",7.59,1.8,1.8541,0.778,7.2,8.6,62.4526,4.856,0.197
"2019-08-15 13:45:00 UTC",7.56,1.57777777777778,1.8302,0.575,7.1,8.6,62.4672,4.851,0.122
"2019-08-15 14:00:00 UTC",7.55,1.4,1.8392,0.443,7.1,8.6,62.4824,4.843,-0.077
"2019-08-15 14:15:00 UTC",7.52,1.2,1.8412,0.392,7.1,8.6,62.4979,4.837,-0.217
"2019-08-15 14:30:00 UTC",7.49,1.06111111111111,1.833,0.412,7,8.6,62.5189,4.832,-0.354
"2019-08-15 14:45:00 UTC",7.47,0.861111111111109,1.8441,0.402,7,8.6,62.5239,4.826,-0.408
"2019-08-15 15:00:00 UTC",7.47,0.722222222222221,1.8189,0.337,6.9,7.9,62.5426,4.821,-0.51
"2019-08-15 15:15:00 UTC",7.44,0.66111111111111,1.8329,0.336,6.9,8.6,62.5701,4.815,-0.528
"2019-08-15 15:30:00 UTC",7.41,0.66111111111111,1.8315,0.419,7,8.6,62.5739,4.813,-0.479
"2019-08-15 15:45:00 UTC",7.36,0.66111111111111,1.8247,0.492,7,8.6,62.5775,4.81,-0.444
"2019-08-15 16:00:00 UTC",7.33,0.599999999999999,1.8396,0.535,7,8.6,62.5767,4.804,-0.407
"2019-08-15 16:15:00 UTC",7.31,0.599999999999999,1.8343,0.548,7,7.9,62.5714,4.798,-0.412
"2019-08-15 16:30:00 UTC",7.27,0.66111111111111,1.8267,0.511,7,8.6,62.5817,4.791,-0.475
"2019-08-15 16:45:00 UTC",7.21,0.738888888888888,1.8305,0.514,7.1,8.6,62.5843,4.784,-0.55
"2019-08-15 17:00:00 UTC",7.16,0.777777777777777,1.8251,0.523,7.1,8.6,62.5848,4.779,-0.505
"2019-08-15 17:15:00 UTC",7.12,0.799999999999999,1.8134,0.53,7.1,8.6,62.5821,4.768,-0.605
"2019-08-15 17:30:00 UTC",7.1,0.76111111111111,1.8062,0.529,7.1,8.6,62.599,4.757,-0.678
"2019-08-15 17:45:00 UTC",7.08,0.76111111111111,1.7979,0.525,7.1,8.6,62.607,4.751,-0.808
"2019-08-15 18:00:00 UTC",7.06,0.777777777777777,1.7942,0.513,7.1,7.9,62.5999,4.745,-1.002
"2019-08-15 18:15:00 UTC",7.04,0.777777777777777,1.7921,0.504,7.1,8.6,62.5926,4.737,-1.082
"2019-08-15 18:30:00 UTC",7.02,0.777777777777777,1.777,0.489,7.1,8.6,62.5952,4.73,-1.156
"2019-08-15 18:45:00 UTC",6.99,0.777777777777777,1.7836,0.473,7.1,8.6,62.5846,4.722,-1.148
"2019-08-15 19:00:00 UTC",6.96,0.76111111111111,1.7788,0.457,7.2,8.6,62.5787,4.708,-1.12
"2019-08-15 19:15:00 UTC",6.94,0.76111111111111,1.7585,0.448,7.2,8.2,62.5862,4.707,-1.067
"2019-08-15 19:30:00 UTC",6.91,0.738888888888888,1.7666,0.436,7.1,8.6,62.5696,4.694,-1.087
"2019-08-15 19:45:00 UTC",6.89,0.722222222222221,1.7596,0.37,7.1,7.9,62.554,4.685,-1.385
"2019-08-15 20:00:00 UTC",6.87,0.722222222222221,1.7649,0.358,7.2,8.6,62.541,4.679,-1.223
"2019-08-15 20:15:00 UTC",6.85,0.699999999999999,1.7622,0.353,7.2,8.6,62.5351,4.677,-1.215
"2019-08-15 20:30:00 UTC",6.83,0.677777777777777,1.7672,0.36,7.2,8.6,62.5204,4.676,-1.241
"2019-08-15 20:45:00 UTC",6.82,0.638888888888888,1.7625,0.367,7.1,8.6,62.5065,4.672,-1.209
"2019-08-15 21:00:00 UTC",6.82,0.622222222222221,1.7628,0.368,7.1,8.6,62.5004,4.665,-1.146
"2019-08-15 21:15:00 UTC",6.8,0.599999999999999,1.7584,0.371,7.1,8.6,62.4929,4.667,-1.137
"2019-08-15 21:30:00 UTC",6.77,0.622222222222221,1.7482,0.352,7.2,8.6,62.4919,4.662,-0.835
"2019-08-15 21:45:00 UTC",6.74,0.622222222222221,1.7405,0.324,7.2,8.6,62.4855,4.65,-0.807
"2019-08-15 22:00:00 UTC",6.72,0.622222222222221,1.7402,0.296,7.2,8.6,62.47,4.639,-0.879
"2019-08-15 22:15:00 UTC",6.7,0.622222222222221,1.726,0.275,7.2,8.6,62.4588,4.628,-0.733
"2019-08-15 22:30:00 UTC",6.68,0.599999999999999,1.7264,0.261,7.3,8.6,62.472,4.626,-0.861
"2019-08-15 22:45:00 UTC",6.67,0.577777777777777,1.7279,0.257,7.3,8.6,62.4562,4.621,-0.961
"2019-08-15 23:00:00 UTC",6.66,0.538888888888888,1.713,0.252,7.2,7.9,62.4535,4.615,-0.85
"2019-08-15 23:15:00 UTC",6.65,0.522222222222221,1.7042,0.237,7.2,8.6,62.4664,4.611,-0.876
"2019-08-15 23:30:00 UTC",6.62,0.522222222222221,1.7013,0.227,7.3,8.6,62.4696,4.606,-0.872
"2019-08-15 23:45:00 UTC",6.61,0.522222222222221,1.6857,0.214,7.2,8.6,62.475,4.603,-1.031
"2019-08-16 00:00:00 UTC",6.6,0.499999999999999,1.6864,0.209,7.3,8.6,62.4657,4.599,-1.137
"2019-08-16 00:15:00 UTC",6.59,0.499999999999999,1.6766,0.202,7.3,8.6,62.4895,4.593,-1.218
"2019-08-16 00:30:00 UTC",6.57,0.477777777777777,1.6674,0.194,7.3,7.9,62.5007,4.587,-1.291
"2019-08-16 00:45:00 UTC",6.55,0.46111111111111,1.6573,0.175,7.3,8.6,62.5027,4.581,-1.161
"2019-08-16 01:00:00 UTC",6.53,0.46111111111111,1.6591,0.152,7.2,8.2,62.4974,4.58,-0.893
"2019-08-16 01:15:00 UTC",6.51,0.46111111111111,1.6596,0.13,7.2,8.6,62.5016,4.569,-0.955
"2019-08-16 01:30:00 UTC",6.5,0.438888888888888,1.6577,0.11,7.3,8.2,62.4997,4.56,-0.904
"2019-08-16 01:45:00 UTC",6.49,0.422222222222221,1.6422,0.107,7.3,8.6,62.5037,4.554,-0.91
"2019-08-16 02:00:00 UTC",6.47,0.399999999999999,1.6297,0.134,7.3,8.2,62.5197,4.546,-0.86
"2019-08-16 02:15:00 UTC",6.46,0.377777777777778,1.6401,0.16,7.3,8.2,62.5265,4.553,-0.284
"2019-08-16 02:30:00 UTC",6.46,0.36111111111111,1.6439,0.234,7.3,8.6,62.5565,4.558,-0.333
"2019-08-16 02:45:00 UTC",6.46,0.36111111111111,1.6296,0.283,7.3,8.6,62.5844,4.571,-0.001
"2019-08-16 03:00:00 UTC",6.48,0.377777777777778,1.6327,0.406,7.3,8.6,62.5945,4.593,0.473
"2019-08-16 03:15:00 UTC",6.52,0.422222222222221,1.6536,0.622,7.3,8.6,62.6121,4.608,0.518
"2019-08-16 03:30:00 UTC",6.55,0.477777777777777,1.6612,0.807,7.3,8.2,62.6347,4.614,0.658
"2019-08-16 03:45:00 UTC",6.61,0.538888888888888,1.6962,0.981,7.3,8.2,62.6243,4.624,0.881
"2019-08-16 04:00:00 UTC",6.68,0.677777777777777,1.6948,1.174,7.3,8.2,62.64,4.626,1.125
"2019-08-16 04:15:00 UTC",6.72,0.899999999999999,1.7277,1.415,7.3,8.2,62.6481,4.632,1.382
"2019-08-16 04:30:00 UTC",6.79,1.07777777777778,1.7498,1.709,7.3,8.2,62.6584,4.641,1.449
"2019-08-16 04:45:00 UTC",6.83,1.23888888888889,1.7653,2,7.4,8.2,62.6702,4.648,1.451
"2019-08-16 05:00:00 UTC",6.88,1.43888888888889,1.7983,2.32,7.5,8.2,62.6558,4.655,2.177
"2019-08-16 05:15:00 UTC",6.93,1.7,1.8242,2.879,7.5,8.2,62.6522,4.663,2.55
"2019-08-16 05:30:00 UTC",6.97,2,1.8479,3.664,7.5,8.2,62.652,4.668,2.774
"2019-08-16 05:45:00 UTC",7.02,2.27777777777778,1.8719,4.407,7.6,8.2,62.6605,4.674,2.789
"2019-08-16 06:00:00 UTC",7.07,2.63888888888889,1.8905,4.927,7.6,8.2,62.6599,4.677,3.059
"2019-08-16 06:15:00 UTC",7.12,3.23888888888889,1.8499,5.504,7.7,8.2,62.639,4.679,3.696
"2019-08-16 06:30:00 UTC",7.12,3.96111111111111,1.8858,6.245,7.9,8.2,62.6404,4.643,4.456
"2019-08-16 06:45:00 UTC",7.13,4.7,1.9168,7.054,8,8.2,62.6382,4.584,4.205
"2019-08-16 07:00:00 UTC",7.15,5.23888888888889,1.9615,7.933,8.2,8.6,62.6198,4.562,4.96
"2019-08-16 07:15:00 UTC",7.16,5.82222222222222,1.9419,9.098,8.4,8.5,62.6298,4.543,5.165
"2019-08-16 07:30:00 UTC",7.19,6.57777777777778,1.9903,10.016,8.6,8.5,62.6264,4.53,4.973
"2019-08-16 07:45:00 UTC",7.15,7.37777777777778,1.9994,10.878,8.8,8.5,62.6182,4.523,5.126
"2019-08-16 08:00:00 UTC",7.15,8.32222222222222,2.0593,11.366,9.1,8.5,62.5931,4.518,4.604
"2019-08-16 08:15:00 UTC",7.09,9.46111111111111,1.9603,11.706,9.4,8.9,62.6033,4.518,4.63
"2019-08-16 08:30:00 UTC",7.01,10.4222222222222,1.9713,11.856,9.6,8.9,62.5959,4.513,4.277
"2019-08-16 08:45:00 UTC",6.95,11.3222222222222,1.9594,11.732,9.8,9.2,62.5902,4.507,3.775
"2019-08-16 09:00:00 UTC",6.88,11.8611111111111,1.9759,11.71,9.8,9.2,62.574,4.504,3.642
"2019-08-16 09:15:00 UTC",6.83,12.2222222222222,1.9775,11.683,9.8,8.8,62.5783,4.501,3.623
"2019-08-16 09:30:00 UTC",6.77,12.3388888888889,1.9431,11.455,9.8,8.8,62.5709,4.497,2.871
"2019-08-16 09:45:00 UTC",6.75,12.2388888888889,1.9305,11.1,9.7,9.2,62.558,4.492,2.529
"2019-08-16 10:00:00 UTC",6.75,12.2,1.9095,10.894,9.6,8.8,62.5528,4.489,3.095
"2019-08-16 10:15:00 UTC",6.75,12.1388888888889,1.9297,10.734,9.6,9.2,62.5392,4.486,3.028
"2019-08-16 10:30:00 UTC",6.72,11.9222222222222,1.9438,10.53,9.6,9.2,62.5338,4.482,2.726
"2019-08-16 10:45:00 UTC",6.74,11.5777777777778,1.9468,10.429,9.5,9.2,62.5239,4.48,2.79
"2019-08-16 11:00:00 UTC",6.75,11.3388888888889,1.9449,10.262,9.4,8.9,62.5247,4.477,2.693
"2019-08-16 11:15:00 UTC",6.74,11.1611111111111,1.9494,10.083,9.4,8.9,62.5211,4.474,2.168
"2019-08-16 11:30:00 UTC",6.72,10.9388888888889,1.9552,9.895,9.3,8.9,62.5198,4.471,1.774
"2019-08-16 11:45:00 UTC",6.72,10.8222222222222,1.9464,9.669,9.3,9.2,62.5153,4.469,1.732
"2019-08-16 12:00:00 UTC",6.7,10.6611111111111,1.9508,9.517,9.2,8.9,62.5215,4.471,1.617
"2019-08-16 12:15:00 UTC",6.66,10.4777777777778,1.9425,9.314,9.2,9.2,62.5214,4.473,1.583
"2019-08-16 12:30:00 UTC",6.63,10.2777777777778,1.9324,9.097,9.2,8.9,62.5204,4.476,1.506
"2019-08-16 12:45:00 UTC",6.59,10.0611111111111,1.9161,8.908,9.2,8.9,62.5279,4.48,1.418
"2019-08-16 13:00:00 UTC",6.56,9.9,1.9303,8.687,9.2,9.2,62.5271,4.483,1.386
"2019-08-16 13:15:00 UTC",6.51,9.7,1.8924,8.481,9.2,8.5,62.5441,4.487,1.302
"2019-08-16 13:30:00 UTC",6.47,9.47777777777778,1.8817,8.275,9.2,9.3,62.541,4.491,1.278
"2019-08-16 13:45:00 UTC",6.43,9.27777777777778,1.8837,8.094,9.2,8.5,62.5556,4.494,1.239
"2019-08-16 14:00:00 UTC",6.36,9.06111111111111,1.8726,7.902,9.2,8.9,62.541,4.498,1.184
"2019-08-16 14:15:00 UTC",6.29,8.83888888888889,1.8732,7.742,9.1,9.3,62.5484,4.503,1.201
"2019-08-16 14:30:00 UTC",6.21,8.63888888888889,1.8594,7.585,9.1,8.9,62.5488,4.508,0.889
"2019-08-16 14:45:00 UTC",6.12,8.46111111111111,1.8416,7.43,9.1,8.5,62.552,4.512,1.002
"2019-08-16 15:00:00 UTC",6.04,8.26111111111111,1.8372,7.286,9.1,8.9,62.5726,4.516,0.997
"2019-08-16 15:15:00 UTC",5.96,8.07777777777778,1.8369,7.14,9.1,8.5,62.5787,4.521,0.833
"2019-08-16 15:30:00 UTC",5.9,7.93888888888889,1.8441,7.015,9.2,8.9,62.5803,4.526,0.846
"2019-08-16 15:45:00 UTC",5.84,7.77777777777778,1.821,6.888,9.1,8.5,62.5904,4.53,0.819
"2019-08-16 16:00:00 UTC",5.77,7.62222222222222,1.8193,6.766,9,8.9,62.5952,4.534,0.798
"2019-08-16 16:15:00 UTC",5.73,7.47777777777778,1.7983,6.656,9.1,8.9,62.6078,4.538,0.808
"2019-08-16 16:30:00 UTC",5.68,7.33888888888889,1.8028,6.561,9.1,9.3,62.5862,4.541,0.756
"2019-08-16 16:45:00 UTC",5.63,7.22222222222222,1.8016,6.454,9.1,8.5,62.5666,4.543,0.725
"2019-08-16 17:00:00 UTC",5.58,7.1,1.7837,6.346,9.1,8.5,62.5955,4.546,0.789
"2019-08-16 17:15:00 UTC",5.53,6.97777777777778,1.777,6.263,9.1,8.5,62.5929,4.548,0.755
"2019-08-16 17:30:00 UTC",5.49,6.87777777777778,1.7618,6.161,9.1,8.5,62.5928,4.55,0.746
"2019-08-16 17:45:00 UTC",5.45,6.77777777777778,1.7644,6.048,9.1,9.3,62.5838,4.552,0.668
"2019-08-16 18:00:00 UTC",5.41,6.66111111111111,1.7487,5.939,9.1,9.3,62.5907,4.548,0.448
