"Plot Title: DO_01"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645539, SEN S/N: 20645539)","Temp, °F (LGR S/N: 20645539, SEN S/N: 20645539)","Coupler Detached (LGR S/N: 20645539)","Coupler Attached (LGR S/N: 20645539)","Host Connected (LGR S/N: 20645539)","Stopped (LGR S/N: 20645539)","End Of File (LGR S/N: 20645539)"
46,07/10/19 10:11:17 PM,4.78,44.10,,,,,
47,07/10/19 10:26:17 PM,4.75,43.84,,,,,
48,07/10/19 10:41:17 PM,4.72,43.59,,,,,
49,07/10/19 10:56:17 PM,4.70,43.30,,,,,
50,07/10/19 11:11:17 PM,4.68,43.09,,,,,
51,07/10/19 11:26:17 PM,4.66,42.91,,,,,
52,07/10/19 11:41:17 PM,4.63,42.73,,,,,
53,07/10/19 11:56:17 PM,4.61,42.55,,,,,
54,07/11/19 12:11:17 AM,4.60,42.30,,,,,
55,07/11/19 12:26:17 AM,4.58,42.12,,,,,
56,07/11/19 12:41:17 AM,4.56,41.97,,,,,
57,07/11/19 12:56:17 AM,4.54,41.86,,,,,
58,07/11/19 01:11:17 AM,4.52,41.79,,,,,
59,07/11/19 01:26:17 AM,4.50,41.72,,,,,
60,07/11/19 01:41:17 AM,4.48,41.61,,,,,
61,07/11/19 01:56:17 AM,4.47,41.50,,,,,
62,07/11/19 02:11:17 AM,4.46,41.36,,,,,
63,07/11/19 02:26:17 AM,4.45,41.25,,,,,
64,07/11/19 02:41:17 AM,4.43,41.18,,,,,
65,07/11/19 02:56:17 AM,4.43,41.04,,,,,
66,07/11/19 03:11:17 AM,4.43,40.89,,,,,
67,07/11/19 03:26:17 AM,4.43,40.78,,,,,
68,07/11/19 03:41:17 AM,4.44,40.53,,,,,
69,07/11/19 03:56:17 AM,4.44,40.35,,,,,
70,07/11/19 04:11:17 AM,4.43,40.28,,,,,
71,07/11/19 04:26:17 AM,4.43,40.24,,,,,
72,07/11/19 04:41:17 AM,4.42,40.21,,,,,
73,07/11/19 04:56:17 AM,4.42,40.14,,,,,
74,07/11/19 05:11:17 AM,4.42,40.10,,,,,
75,07/11/19 05:26:17 AM,4.42,40.06,,,,,
76,07/11/19 05:41:17 AM,4.42,39.92,,,,,
77,07/11/19 05:56:17 AM,4.42,39.81,,,,,
78,07/11/19 06:11:17 AM,4.42,39.70,,,,,
79,07/11/19 06:26:17 AM,4.43,39.63,,,,,
80,07/11/19 06:41:17 AM,4.46,39.52,,,,,
81,07/11/19 06:56:17 AM,4.51,39.38,,,,,
82,07/11/19 07:11:17 AM,4.57,39.31,,,,,
83,07/11/19 07:26:17 AM,4.62,39.20,,,,,
84,07/11/19 07:41:17 AM,4.70,39.27,,,,,
85,07/11/19 07:56:17 AM,4.82,39.56,,,,,
86,07/11/19 08:11:17 AM,4.94,40.10,,,,,
87,07/11/19 08:26:17 AM,5.05,40.75,,,,,
88,07/11/19 08:41:17 AM,5.16,41.54,,,,,
89,07/11/19 08:56:17 AM,5.27,42.37,,,,,
90,07/11/19 09:11:17 AM,5.36,43.20,,,,,
91,07/11/19 09:26:17 AM,5.46,43.70,,,,,
92,07/11/19 09:41:17 AM,5.54,44.17,,,,,
93,07/11/19 09:56:17 AM,5.64,44.56,,,,,
94,07/11/19 10:11:17 AM,5.74,45.39,,,,,
95,07/11/19 10:26:17 AM,5.81,46.62,,,,,
96,07/11/19 10:41:17 AM,5.88,47.77,,,,,
97,07/11/19 10:56:17 AM,5.94,48.99,,,,,
98,07/11/19 11:11:17 AM,6.02,50.14,,,,,
99,07/11/19 11:18:26 AM,,,,Logged,,,
100,07/11/19 11:18:36 AM,,,,,Logged,,
101,07/11/19 11:18:38 AM,,,,,Logged,,
102,07/11/19 11:18:40 AM,,,Logged,,,,
103,07/11/19 11:18:41 AM,,,,Logged,,,
104,07/11/19 11:18:43 AM,,,,,Logged,,
105,07/11/19 11:18:49 AM,,,,,Logged,,
106,07/11/19 11:18:55 AM,,,,,Logged,,
107,07/11/19 11:19:05 AM,,,,,Logged,,
108,07/11/19 11:19:08 AM,,,,,Logged,,
109,07/11/19 11:19:15 AM,,,,,Logged,,
110,07/11/19 11:19:18 AM,,,,,,Logged,Logged
