"","X.1","X","PosixCT","X12CO2","Delta_Raw_iCO2","Sample","Day"
"717",75633,75633,"2019-07-17 18:38:44",400.33524079,-25.676259095,"ecu2","July17"
"718",75634,75634,"2019-07-17 18:38:44",400.27537992,-25.676259095,"ecu2","July17"
"719",75635,75635,"2019-07-17 18:38:45",400.27537992,-22.678468096,"ecu2","July17"
"720",75636,75636,"2019-07-17 18:38:46",400.27537992,-22.678468096,"ecu2","July17"
"721",75637,75637,"2019-07-17 18:38:47",400.27537992,-22.678468096,"ecu2","July17"
"722",75638,75638,"2019-07-17 18:38:48",400.12364867,-22.678468096,"ecu2","July17"
"723",75639,75639,"2019-07-17 18:38:48",400.12364867,-24.774417512,"ecu2","July17"
"724",75640,75640,"2019-07-17 18:38:50",400.12364867,-24.774417512,"ecu2","July17"
"725",75641,75641,"2019-07-17 18:38:51",400.12364867,-24.774417512,"ecu2","July17"
"726",75642,75642,"2019-07-17 18:38:51",400.27895419,-24.774417512,"ecu2","July17"
"727",75643,75643,"2019-07-17 18:38:52",400.27895419,-24.420388619,"ecu2","July17"
"728",75644,75644,"2019-07-17 18:38:53",400.27895419,-24.420388619,"ecu2","July17"
"729",75645,75645,"2019-07-17 18:38:54",400.27895419,-24.420388619,"ecu2","July17"
"730",75646,75646,"2019-07-17 18:38:55",400.53216964,-24.420388619,"ecu2","July17"
"731",75647,75647,"2019-07-17 18:38:55",400.53216964,-26.013325436,"ecu2","July17"
"732",75648,75648,"2019-07-17 18:38:57",400.53216964,-26.013325436,"ecu2","July17"
"733",75649,75649,"2019-07-17 18:38:58",400.53216964,-26.013325436,"ecu2","July17"
"734",75650,75650,"2019-07-17 18:38:58",400.59353014,-26.013325436,"ecu2","July17"
"735",75651,75651,"2019-07-17 18:38:59",400.59353014,-25.763023774,"ecu2","July17"
"736",75652,75652,"2019-07-17 18:39:00",400.59353014,-25.763023774,"ecu2","July17"
"737",75653,75653,"2019-07-17 18:39:01",400.59353014,-25.763023774,"ecu2","July17"
"738",75654,75654,"2019-07-17 18:39:02",400.64917654,-25.763023774,"ecu2","July17"
"739",75655,75655,"2019-07-17 18:39:02",400.64917654,-23.971738408,"ecu2","July17"
"740",75656,75656,"2019-07-17 18:39:04",400.64917654,-23.971738408,"ecu2","July17"
"741",75657,75657,"2019-07-17 18:39:05",400.64917654,-23.971738408,"ecu2","July17"
"742",75658,75658,"2019-07-17 18:39:05",400.55764933,-23.971738408,"ecu2","July17"
"743",75659,75659,"2019-07-17 18:39:06",400.55764933,-22.119940107,"ecu2","July17"
"744",75660,75660,"2019-07-17 18:39:07",400.55764933,-22.119940107,"ecu2","July17"
"745",75661,75661,"2019-07-17 18:39:08",400.55764933,-22.119940107,"ecu2","July17"
"746",75662,75662,"2019-07-17 18:39:09",400.38970833,-22.119940107,"ecu2","July17"
"747",75663,75663,"2019-07-17 18:39:09",400.38970833,-24.588523909,"ecu2","July17"
"748",75664,75664,"2019-07-17 18:39:11",400.38970833,-24.588523909,"ecu2","July17"
"749",75665,75665,"2019-07-17 18:39:12",400.38970833,-24.588523909,"ecu2","July17"
"750",75666,75666,"2019-07-17 18:39:12",400.52008977,-24.588523909,"ecu2","July17"
"751",75667,75667,"2019-07-17 18:39:13",400.52008977,-22.827147295,"ecu2","July17"
"752",75668,75668,"2019-07-17 18:39:14",400.52008977,-22.827147295,"ecu2","July17"
"753",75669,75669,"2019-07-17 18:39:15",400.52008977,-22.827147295,"ecu2","July17"
"754",75670,75670,"2019-07-17 18:39:16",400.32402107,-22.827147295,"ecu2","July17"
"755",75671,75671,"2019-07-17 18:39:16",400.32402107,-24.462870916,"ecu2","July17"
"756",75672,75672,"2019-07-17 18:39:18",400.32402107,-24.462870916,"ecu2","July17"
"757",75673,75673,"2019-07-17 18:39:19",400.32402107,-24.462870916,"ecu2","July17"
"758",75674,75674,"2019-07-17 18:39:19",400.6170634,-24.462870916,"ecu2","July17"
"759",75675,75675,"2019-07-17 18:39:20",400.6170634,-25.633600489,"ecu2","July17"
"760",75676,75676,"2019-07-17 18:39:21",400.6170634,-25.633600489,"ecu2","July17"
"761",75677,75677,"2019-07-17 18:39:22",400.6170634,-25.633600489,"ecu2","July17"
"762",75678,75678,"2019-07-17 18:39:23",400.72141842,-25.633600489,"ecu2","July17"
"763",75679,75679,"2019-07-17 18:39:23",400.72141842,-25.456841934,"ecu2","July17"
"764",75680,75680,"2019-07-17 18:39:25",400.72141842,-25.456841934,"ecu2","July17"
"765",75681,75681,"2019-07-17 18:39:26",400.72141842,-25.456841934,"ecu2","July17"
"766",75682,75682,"2019-07-17 18:39:26",400.63417158,-25.456841934,"ecu2","July17"
"767",75683,75683,"2019-07-17 18:39:27",400.63417158,-26.755588342,"ecu2","July17"
"768",75684,75684,"2019-07-17 18:39:28",400.63417158,-26.755588342,"ecu2","July17"
"769",75685,75685,"2019-07-17 18:39:29",400.63417158,-26.755588342,"ecu2","July17"
"770",75686,75686,"2019-07-17 18:39:30",400.910368,-26.755588342,"ecu2","July17"
"771",75687,75687,"2019-07-17 18:39:31",400.910368,-26.400580919,"ecu2","July17"
"772",75688,75688,"2019-07-17 18:39:32",400.910368,-26.400580919,"ecu2","July17"
"773",75689,75689,"2019-07-17 18:39:33",400.910368,-26.400580919,"ecu2","July17"
"774",75690,75690,"2019-07-17 18:39:34",400.423359,-26.400580919,"ecu2","July17"
"775",75691,75691,"2019-07-17 18:39:34",400.423359,-21.973452457,"ecu2","July17"
"776",75692,75692,"2019-07-17 18:39:35",400.423359,-21.973452457,"ecu2","July17"
"777",75693,75693,"2019-07-17 18:39:36",400.423359,-21.973452457,"ecu2","July17"
"778",75694,75694,"2019-07-17 18:39:37",400.89740462,-21.973452457,"ecu2","July17"
"779",75695,75695,"2019-07-17 18:39:38",400.89740462,-25.96556683,"ecu2","July17"
"780",75696,75696,"2019-07-17 18:39:39",400.89740462,-25.96556683,"ecu2","July17"
"781",75697,75697,"2019-07-17 18:39:40",400.89740462,-25.96556683,"ecu2","July17"
"782",75698,75698,"2019-07-17 18:39:41",401.20477885,-25.96556683,"ecu2","July17"
"783",75699,75699,"2019-07-17 18:39:41",401.20477885,-25.247550769,"ecu2","July17"
"784",75700,75700,"2019-07-17 18:39:42",401.20477885,-25.247550769,"ecu2","July17"
"785",75701,75701,"2019-07-17 18:39:44",401.20477885,-25.247550769,"ecu2","July17"
"786",75702,75702,"2019-07-17 18:39:44",403.75936847,-25.247550769,"ecu2","July17"
"787",75703,75703,"2019-07-17 18:39:45",403.75936847,-25.430386753,"ecu2","July17"
"788",75704,75704,"2019-07-17 18:39:46",403.75936847,-25.430386753,"ecu2","July17"
"789",75705,75705,"2019-07-17 18:39:47",403.75936847,-25.430386753,"ecu2","July17"
"790",75706,75706,"2019-07-17 18:39:48",409.16245551,-25.430386753,"ecu2","July17"
"791",75707,75707,"2019-07-17 18:39:48",409.16245551,-24.373011779,"ecu2","July17"
"792",75708,75708,"2019-07-17 18:39:49",409.16245551,-24.373011779,"ecu2","July17"
"793",75709,75709,"2019-07-17 18:39:51",409.16245551,-24.373011779,"ecu2","July17"
"794",75710,75710,"2019-07-17 18:39:51",417.95990953,-24.373011779,"ecu2","July17"
"795",75711,75711,"2019-07-17 18:39:52",417.95990953,-24.332009247,"ecu2","July17"
"796",75712,75712,"2019-07-17 18:39:53",417.95990953,-24.332009247,"ecu2","July17"
"797",75713,75713,"2019-07-17 18:39:54",417.95990953,-24.332009247,"ecu2","July17"
"798",75714,75714,"2019-07-17 18:39:55",428.73360688,-24.332009247,"ecu2","July17"
"799",75715,75715,"2019-07-17 18:39:55",428.73360688,-22.048018826,"ecu2","July17"
"800",75716,75716,"2019-07-17 18:39:56",428.73360688,-22.048018826,"ecu2","July17"
"801",75717,75717,"2019-07-17 18:39:58",428.73360688,-22.048018826,"ecu2","July17"
"802",75718,75718,"2019-07-17 18:39:58",440.42197185,-22.048018826,"ecu2","July17"
"803",75719,75719,"2019-07-17 18:39:59",440.42197185,-19.48755953,"ecu2","July17"
"804",75720,75720,"2019-07-17 18:40:00",440.42197185,-19.48755953,"ecu2","July17"
"805",75721,75721,"2019-07-17 18:40:01",440.42197185,-19.48755953,"ecu2","July17"
"1286",76939,76939,"2019-07-17 18:57:48",408.00492265,-22.330169751,"ecu3","July17"
"1287",76940,76940,"2019-07-17 18:57:49",408.00492265,-22.330169751,"ecu3","July17"
"1288",76941,76941,"2019-07-17 18:57:50",408.00492265,-22.330169751,"ecu3","July17"
"1289",76942,76942,"2019-07-17 18:57:51",406.39680142,-22.330169751,"ecu3","July17"
"1290",76943,76943,"2019-07-17 18:57:51",406.39680142,-25.079074262,"ecu3","July17"
"1291",76944,76944,"2019-07-17 18:57:52",406.39680142,-25.079074262,"ecu3","July17"
"1292",76945,76945,"2019-07-17 18:57:54",406.39680142,-25.079074262,"ecu3","July17"
"1293",76946,76946,"2019-07-17 18:57:54",405.28739693,-25.079074262,"ecu3","July17"
"1294",76947,76947,"2019-07-17 18:57:55",405.28739693,-24.111472931,"ecu3","July17"
"1295",76948,76948,"2019-07-17 18:57:56",405.28739693,-24.111472931,"ecu3","July17"
"1296",76949,76949,"2019-07-17 18:57:57",405.28739693,-24.111472931,"ecu3","July17"
"1297",76950,76950,"2019-07-17 18:57:58",404.31227664,-24.111472931,"ecu3","July17"
"1298",76951,76951,"2019-07-17 18:57:58",404.31227664,-26.237073135,"ecu3","July17"
"1299",76952,76952,"2019-07-17 18:57:59",404.31227664,-26.237073135,"ecu3","July17"
"1300",76953,76953,"2019-07-17 18:58:01",404.31227664,-26.237073135,"ecu3","July17"
"1301",76954,76954,"2019-07-17 18:58:01",403.83950135,-26.237073135,"ecu3","July17"
"1302",76955,76955,"2019-07-17 18:58:02",403.83950135,-25.991223143,"ecu3","July17"
"1303",76956,76956,"2019-07-17 18:58:03",403.83950135,-25.991223143,"ecu3","July17"
"1304",76957,76957,"2019-07-17 18:58:04",403.83950135,-25.991223143,"ecu3","July17"
"1305",76958,76958,"2019-07-17 18:58:05",403.00099315,-25.991223143,"ecu3","July17"
"1306",76959,76959,"2019-07-17 18:58:05",403.00099315,-25.783664559,"ecu3","July17"
"1307",76960,76960,"2019-07-17 18:58:06",403.00099315,-25.783664559,"ecu3","July17"
"1308",76961,76961,"2019-07-17 18:58:08",403.00099315,-25.783664559,"ecu3","July17"
"1309",76962,76962,"2019-07-17 18:58:08",402.67391094,-25.783664559,"ecu3","July17"
"1310",76963,76963,"2019-07-17 18:58:09",402.67391094,-26.36066942,"ecu3","July17"
"1311",76964,76964,"2019-07-17 18:58:10",402.67391094,-26.36066942,"ecu3","July17"
"1312",76965,76965,"2019-07-17 18:58:11",402.67391094,-26.36066942,"ecu3","July17"
"1313",76966,76966,"2019-07-17 18:58:12",402.3293374,-26.36066942,"ecu3","July17"
"1314",76967,76967,"2019-07-17 18:58:12",402.3293374,-25.768995101,"ecu3","July17"
"1315",76968,76968,"2019-07-17 18:58:13",402.3293374,-25.768995101,"ecu3","July17"
"1316",76969,76969,"2019-07-17 18:58:15",402.3293374,-25.768995101,"ecu3","July17"
"1317",76970,76970,"2019-07-17 18:58:15",402.36635158,-25.768995101,"ecu3","July17"
"1318",76971,76971,"2019-07-17 18:58:16",402.36635158,-24.070064925,"ecu3","July17"
"1319",76972,76972,"2019-07-17 18:58:17",402.36635158,-24.070064925,"ecu3","July17"
"1320",76973,76973,"2019-07-17 18:58:18",402.36635158,-24.070064925,"ecu3","July17"
"1321",76974,76974,"2019-07-17 18:58:19",402.16910418,-24.070064925,"ecu3","July17"
"1322",76975,76975,"2019-07-17 18:58:19",402.16910418,-24.524577704,"ecu3","July17"
"1323",76976,76976,"2019-07-17 18:58:20",402.16910418,-24.524577704,"ecu3","July17"
"1324",76977,76977,"2019-07-17 18:58:22",402.16910418,-24.524577704,"ecu3","July17"
"1325",76978,76978,"2019-07-17 18:58:22",402.57676839,-24.524577704,"ecu3","July17"
"1326",76979,76979,"2019-07-17 18:58:23",402.57676839,-27.724054417,"ecu3","July17"
"1327",76980,76980,"2019-07-17 18:58:24",402.57676839,-27.724054417,"ecu3","July17"
"1328",76981,76981,"2019-07-17 18:58:25",402.57676839,-27.724054417,"ecu3","July17"
"1329",76982,76982,"2019-07-17 18:58:26",402.44100037,-27.724054417,"ecu3","July17"
"1330",76983,76983,"2019-07-17 18:58:26",402.44100037,-25.274038099,"ecu3","July17"
"1331",76984,76984,"2019-07-17 18:58:27",402.44100037,-25.274038099,"ecu3","July17"
"1332",76985,76985,"2019-07-17 18:58:29",402.44100037,-25.274038099,"ecu3","July17"
"1333",76986,76986,"2019-07-17 18:58:29",402.0140706,-25.274038099,"ecu3","July17"
"1334",76987,76987,"2019-07-17 18:58:30",402.0140706,-21.852797132,"ecu3","July17"
"1335",76988,76988,"2019-07-17 18:58:31",402.0140706,-21.852797132,"ecu3","July17"
"1336",76989,76989,"2019-07-17 18:58:32",402.0140706,-21.852797132,"ecu3","July17"
"1337",76990,76990,"2019-07-17 18:58:33",402.4809835,-21.852797132,"ecu3","July17"
"1338",76991,76991,"2019-07-17 18:58:33",402.4809835,-27.565453607,"ecu3","July17"
"1339",76992,76992,"2019-07-17 18:58:34",402.4809835,-27.565453607,"ecu3","July17"
"1340",76993,76993,"2019-07-17 18:58:36",402.4809835,-27.565453607,"ecu3","July17"
"1341",76994,76994,"2019-07-17 18:58:36",402.67402238,-27.565453607,"ecu3","July17"
"1342",76995,76995,"2019-07-17 18:58:37",402.67402238,-28.853309068,"ecu3","July17"
"1343",76996,76996,"2019-07-17 18:58:38",402.67402238,-28.853309068,"ecu3","July17"
"1344",76997,76997,"2019-07-17 18:58:39",402.67402238,-28.853309068,"ecu3","July17"
"1345",76998,76998,"2019-07-17 18:58:40",402.44750658,-28.853309068,"ecu3","July17"
"1346",76999,76999,"2019-07-17 18:58:40",402.44750658,-26.515846452,"ecu3","July17"
"1347",77000,77000,"2019-07-17 18:58:41",402.44750658,-26.515846452,"ecu3","July17"
"1348",77001,77001,"2019-07-17 18:58:43",402.44750658,-26.515846452,"ecu3","July17"
"1349",77002,77002,"2019-07-17 18:58:43",402.0183116,-26.515846452,"ecu3","July17"
"1350",77003,77003,"2019-07-17 18:58:44",402.0183116,-24.855442937,"ecu3","July17"
"1351",77004,77004,"2019-07-17 18:58:45",402.0183116,-24.855442937,"ecu3","July17"
"1352",77005,77005,"2019-07-17 18:58:46",402.0183116,-24.855442937,"ecu3","July17"
"1353",77006,77006,"2019-07-17 18:58:47",402.52438903,-24.855442937,"ecu3","July17"
"1354",77007,77007,"2019-07-17 18:58:47",402.52438903,-24.20075457,"ecu3","July17"
"1355",77008,77008,"2019-07-17 18:58:48",402.52438903,-24.20075457,"ecu3","July17"
"1356",77009,77009,"2019-07-17 18:58:50",402.52438903,-24.20075457,"ecu3","July17"
"1357",77010,77010,"2019-07-17 18:58:50",402.5738578,-24.20075457,"ecu3","July17"
"1358",77011,77011,"2019-07-17 18:58:51",402.5738578,-25.02282991,"ecu3","July17"
"1359",77012,77012,"2019-07-17 18:58:52",402.5738578,-25.02282991,"ecu3","July17"
"1360",77013,77013,"2019-07-17 18:58:53",402.5738578,-25.02282991,"ecu3","July17"
"1361",77014,77014,"2019-07-17 18:58:54",402.33701052,-25.02282991,"ecu3","July17"
"1362",77015,77015,"2019-07-17 18:58:54",402.33701052,-24.240208387,"ecu3","July17"
"1363",77016,77016,"2019-07-17 18:58:55",402.33701052,-24.240208387,"ecu3","July17"
"1364",77017,77017,"2019-07-17 18:58:57",402.33701052,-24.240208387,"ecu3","July17"
"1365",77018,77018,"2019-07-17 18:58:57",402.57743294,-24.240208387,"ecu3","July17"
"1366",77019,77019,"2019-07-17 18:58:58",402.57743294,-23.840833147,"ecu3","July17"
"1367",77020,77020,"2019-07-17 18:58:59",402.57743294,-23.840833147,"ecu3","July17"
"1368",77021,77021,"2019-07-17 18:59:00",402.57743294,-23.840833147,"ecu3","July17"
"1369",77022,77022,"2019-07-17 18:59:01",402.59496516,-23.840833147,"ecu3","July17"
"1370",77023,77023,"2019-07-17 18:59:01",402.59496516,-25.696004471,"ecu3","July17"
"1371",77024,77024,"2019-07-17 18:59:02",402.59496516,-25.696004471,"ecu3","July17"
"1372",77025,77025,"2019-07-17 18:59:04",402.59496516,-25.696004471,"ecu3","July17"
"1373",77026,77026,"2019-07-17 18:59:04",402.715994,-25.696004471,"ecu3","July17"
"1374",77027,77027,"2019-07-17 18:59:05",402.715994,-25.470988534,"ecu3","July17"
"1375",77028,77028,"2019-07-17 18:59:06",402.715994,-25.470988534,"ecu3","July17"
"1376",77029,77029,"2019-07-17 18:59:07",402.715994,-25.470988534,"ecu3","July17"
"1377",77030,77030,"2019-07-17 18:59:08",402.67499952,-25.470988534,"ecu3","July17"
"1378",77031,77031,"2019-07-17 18:59:08",402.67499952,-24.250013974,"ecu3","July17"
"1379",77032,77032,"2019-07-17 18:59:09",402.67499952,-24.250013974,"ecu3","July17"
"1380",77033,77033,"2019-07-17 18:59:11",402.67499952,-24.250013974,"ecu3","July17"
"1381",77034,77034,"2019-07-17 18:59:11",402.52139563,-24.250013974,"ecu3","July17"
"1382",77035,77035,"2019-07-17 18:59:12",402.52139563,-23.108991369,"ecu3","July17"
"1383",77036,77036,"2019-07-17 18:59:13",402.52139563,-23.108991369,"ecu3","July17"
"1384",77037,77037,"2019-07-17 18:59:14",402.52139563,-23.108991369,"ecu3","July17"
"1385",77038,77038,"2019-07-17 18:59:15",402.87387143,-23.108991369,"ecu3","July17"
"1386",77039,77039,"2019-07-17 18:59:15",402.87387143,-26.686720749,"ecu3","July17"
"1387",77040,77040,"2019-07-17 18:59:16",402.87387143,-26.686720749,"ecu3","July17"
"1388",77041,77041,"2019-07-17 18:59:18",402.87387143,-26.686720749,"ecu3","July17"
"1389",77042,77042,"2019-07-17 18:59:18",402.2544503,-26.686720749,"ecu3","July17"
"1390",77043,77043,"2019-07-17 18:59:19",402.2544503,-23.75978044,"ecu3","July17"
"1391",77044,77044,"2019-07-17 18:59:20",402.2544503,-23.75978044,"ecu3","July17"
"1392",77045,77045,"2019-07-17 18:59:21",402.2544503,-23.75978044,"ecu3","July17"
"1393",77046,77046,"2019-07-17 18:59:22",402.53459552,-23.75978044,"ecu3","July17"
"1394",77047,77047,"2019-07-17 18:59:22",402.53459552,-25.155153099,"ecu3","July17"
"1395",77048,77048,"2019-07-17 18:59:23",402.53459552,-25.155153099,"ecu3","July17"
"1396",77049,77049,"2019-07-17 18:59:25",402.53459552,-25.155153099,"ecu3","July17"
"1397",77050,77050,"2019-07-17 18:59:25",402.90555739,-25.155153099,"ecu3","July17"
"1398",77051,77051,"2019-07-17 18:59:26",402.90555739,-28.259091591,"ecu3","July17"
