Date,Time,Time Zone,Delta,Voltage (V)
7/13/2019,5:15:00,-05:00,+0:12:15:00,0.371
7/13/2019,5:30:00,-05:00,+0:12:30:00,0.3665
7/13/2019,5:45:00,-05:00,+0:12:45:00,0.3655
7/13/2019,6:00:00,-05:00,+0:13:00:00,0.361
7/13/2019,6:15:00,-05:00,+0:13:15:00,0.3605
7/13/2019,6:30:00,-05:00,+0:13:30:00,0.361
7/13/2019,6:45:00,-05:00,+0:13:45:00,0.363
7/13/2019,7:00:00,-05:00,+0:14:00:00,0.3585
7/13/2019,7:15:00,-05:00,+0:14:15:00,0.3555
7/13/2019,7:30:00,-05:00,+0:14:30:00,0.3455
7/13/2019,7:45:00,-05:00,+0:14:45:00,0.342
7/13/2019,8:00:00,-05:00,+0:15:00:00,0.3365
7/13/2019,8:15:00,-05:00,+0:15:15:00,0.325
7/13/2019,8:30:00,-05:00,+0:15:30:00,0.3205
7/13/2019,8:45:00,-05:00,+0:15:45:00,0.317
7/13/2019,9:00:00,-05:00,+0:16:00:00,0.311
7/13/2019,9:15:00,-05:00,+0:16:15:00,0.306
7/13/2019,9:30:00,-05:00,+0:16:30:00,0.3
7/13/2019,9:45:00,-05:00,+0:16:45:00,0.295
7/13/2019,10:00:00,-05:00,+0:17:00:00,0.288
7/13/2019,10:15:00,-05:00,+0:17:15:00,0.284
7/13/2019,10:30:00,-05:00,+0:17:30:00,0.2795
7/13/2019,10:45:00,-05:00,+0:17:45:00,0.277
7/13/2019,11:00:00,-05:00,+0:18:00:00,0.272
7/13/2019,11:15:00,-05:00,+0:18:15:00,0.2675
7/13/2019,11:30:00,-05:00,+0:18:30:00,0.2625
7/13/2019,11:45:00,-05:00,+0:18:45:00,0.2595
7/13/2019,12:00:00,-05:00,+0:19:00:00,0.257
7/13/2019,12:15:00,-05:00,+0:19:15:00,0.253
7/13/2019,12:30:00,-05:00,+0:19:30:00,0.25
7/13/2019,12:45:00,-05:00,+0:19:45:00,0.245
7/13/2019,13:00:00,-05:00,+0:20:00:00,0.2405
7/13/2019,13:15:00,-05:00,+0:20:15:00,0.239
7/13/2019,13:30:00,-05:00,+0:20:30:00,0.232
7/13/2019,13:45:00,-05:00,+0:20:45:00,0.2325
7/13/2019,14:00:00,-05:00,+0:21:00:00,0.228
7/13/2019,14:15:00,-05:00,+0:21:15:00,0.2265
7/13/2019,14:30:00,-05:00,+0:21:30:00,0.22
7/13/2019,14:45:00,-05:00,+0:21:45:00,0.2175
7/13/2019,15:00:00,-05:00,+0:22:00:00,0.215
7/13/2019,15:15:00,-05:00,+0:22:15:00,0.2145
7/13/2019,15:30:00,-05:00,+0:22:30:00,0.214
7/13/2019,15:45:00,-05:00,+0:22:45:00,0.2115
7/13/2019,16:00:00,-05:00,+0:23:00:00,0.211
7/13/2019,16:15:00,-05:00,+0:23:15:00,0.2135
7/13/2019,16:30:00,-05:00,+0:23:30:00,0.2125
7/13/2019,16:45:00,-05:00,+0:23:45:00,0.214
7/13/2019,17:00:00,-05:00,+1:00:00:00,0.2155
7/13/2019,17:15:00,-05:00,+1:00:15:00,0.221
7/13/2019,17:30:00,-05:00,+1:00:30:00,0.223
7/13/2019,17:45:00,-05:00,+1:00:45:00,0.225
7/13/2019,18:00:00,-05:00,+1:01:00:00,0.2345
7/13/2019,18:15:00,-05:00,+1:01:15:00,0.2375
7/13/2019,18:30:00,-05:00,+1:01:30:00,0.2425
7/13/2019,18:45:00,-05:00,+1:01:45:00,0.2485
7/13/2019,19:00:00,-05:00,+1:02:00:00,0.2555
7/13/2019,19:15:00,-05:00,+1:02:15:00,0.26
7/13/2019,19:30:00,-05:00,+1:02:30:00,0.265
7/13/2019,19:45:00,-05:00,+1:02:45:00,0.2705
7/13/2019,20:00:00,-05:00,+1:03:00:00,0.275
7/13/2019,20:15:00,-05:00,+1:03:15:00,0.2795
7/13/2019,20:30:00,-05:00,+1:03:30:00,0.284
7/13/2019,20:45:00,-05:00,+1:03:45:00,0.2855
7/13/2019,21:00:00,-05:00,+1:04:00:00,0.2875
7/13/2019,21:15:00,-05:00,+1:04:15:00,0.2915
7/13/2019,21:30:00,-05:00,+1:04:30:00,0.294
7/13/2019,21:45:00,-05:00,+1:04:45:00,0.294
7/13/2019,22:00:00,-05:00,+1:05:00:00,0.299
7/13/2019,22:15:00,-05:00,+1:05:15:00,0.3035
7/13/2019,22:30:00,-05:00,+1:05:30:00,0.304
7/13/2019,22:45:00,-05:00,+1:05:45:00,0.308
7/13/2019,23:00:00,-05:00,+1:06:00:00,0.31
7/13/2019,23:15:00,-05:00,+1:06:15:00,0.313
7/13/2019,23:30:00,-05:00,+1:06:30:00,0.315
7/13/2019,23:45:00,-05:00,+1:06:45:00,0.315
7/14/2019,0:00:00,-05:00,+1:07:00:00,0.316
7/14/2019,0:15:00,-05:00,+1:07:15:00,0.315
7/14/2019,0:30:00,-05:00,+1:07:30:00,0.3155
7/14/2019,0:45:00,-05:00,+1:07:45:00,0.315
7/14/2019,1:00:00,-05:00,+1:08:00:00,0.3135
7/14/2019,1:15:00,-05:00,+1:08:15:00,0.3115
7/14/2019,1:30:00,-05:00,+1:08:30:00,0.311
7/14/2019,1:45:00,-05:00,+1:08:45:00,0.312
7/14/2019,2:00:00,-05:00,+1:09:00:00,0.3145
7/14/2019,2:15:00,-05:00,+1:09:15:00,0.314
7/14/2019,2:30:00,-05:00,+1:09:30:00,0.3165
7/14/2019,2:45:00,-05:00,+1:09:45:00,0.3205
7/14/2019,3:00:00,-05:00,+1:10:00:00,0.3175
7/14/2019,3:15:00,-05:00,+1:10:15:00,0.32
7/14/2019,3:30:00,-05:00,+1:10:30:00,0.3215
7/14/2019,3:45:00,-05:00,+1:10:45:00,0.3185
7/14/2019,4:00:00,-05:00,+1:11:00:00,0.318
7/14/2019,4:15:00,-05:00,+1:11:15:00,0.3165
7/14/2019,4:30:00,-05:00,+1:11:30:00,0.311
7/14/2019,4:45:00,-05:00,+1:11:45:00,0.313
7/14/2019,5:00:00,-05:00,+1:12:00:00,0.308
7/14/2019,5:15:00,-05:00,+1:12:15:00,0.309
7/14/2019,5:30:00,-05:00,+1:12:30:00,0.3075
7/14/2019,5:45:00,-05:00,+1:12:45:00,0.3085
7/14/2019,6:00:00,-05:00,+1:13:00:00,0.308
7/14/2019,6:15:00,-05:00,+1:13:15:00,0.311
7/14/2019,6:30:00,-05:00,+1:13:30:00,0.308
7/14/2019,6:45:00,-05:00,+1:13:45:00,0.3075
7/14/2019,7:00:00,-05:00,+1:14:00:00,0.3085
7/14/2019,7:15:00,-05:00,+1:14:15:00,0.3075
7/14/2019,7:30:00,-05:00,+1:14:30:00,0.3035
7/14/2019,7:45:00,-05:00,+1:14:45:00,0.2975
7/14/2019,8:00:00,-05:00,+1:15:00:00,0.279
7/14/2019,8:15:00,-05:00,+1:15:15:00,0.262
7/14/2019,8:30:00,-05:00,+1:15:30:00,0.2535
7/14/2019,8:45:00,-05:00,+1:15:45:00,0.247
7/14/2019,9:00:00,-05:00,+1:16:00:00,0.238
7/14/2019,9:15:00,-05:00,+1:16:15:00,0.231
7/14/2019,9:30:00,-05:00,+1:16:30:00,0.2235
7/14/2019,9:45:00,-05:00,+1:16:45:00,0.2195
7/14/2019,10:00:00,-05:00,+1:17:00:00,0.212
7/14/2019,10:15:00,-05:00,+1:17:15:00,0.2035
7/14/2019,10:30:00,-05:00,+1:17:30:00,0.1925
7/14/2019,10:45:00,-05:00,+1:17:45:00,0.19
7/14/2019,11:00:00,-05:00,+1:18:00:00,0.187
7/14/2019,11:15:00,-05:00,+1:18:15:00,0.1765
7/14/2019,11:30:00,-05:00,+1:18:30:00,0.1665
7/14/2019,11:45:00,-05:00,+1:18:45:00,0.1565
7/14/2019,12:00:00,-05:00,+1:19:00:00,0.154
7/14/2019,12:15:00,-05:00,+1:19:15:00,0.1515
7/14/2019,12:30:00,-05:00,+1:19:30:00,0.1415
7/14/2019,12:45:00,-05:00,+1:19:45:00,0.138
7/14/2019,13:00:00,-05:00,+1:20:00:00,0.132
7/14/2019,13:15:00,-05:00,+1:20:15:00,0.125
7/14/2019,13:30:00,-05:00,+1:20:30:00,0.119
7/14/2019,13:45:00,-05:00,+1:20:45:00,0.1175
7/14/2019,14:00:00,-05:00,+1:21:00:00,0.119
7/14/2019,14:15:00,-05:00,+1:21:15:00,0.119
7/14/2019,14:30:00,-05:00,+1:21:30:00,0.1195
7/14/2019,14:45:00,-05:00,+1:21:45:00,0.119
7/14/2019,15:00:00,-05:00,+1:22:00:00,0.1185
7/14/2019,15:15:00,-05:00,+1:22:15:00,0.1175
7/14/2019,15:30:00,-05:00,+1:22:30:00,0.1165
7/14/2019,15:45:00,-05:00,+1:22:45:00,0.118
7/14/2019,16:00:00,-05:00,+1:23:00:00,0.1165
7/14/2019,16:15:00,-05:00,+1:23:15:00,0.117
7/14/2019,16:30:00,-05:00,+1:23:30:00,0.117
7/14/2019,16:45:00,-05:00,+1:23:45:00,0.119
7/14/2019,17:00:00,-05:00,+2:00:00:00,0.1205
7/14/2019,17:15:00,-05:00,+2:00:15:00,0.123
7/14/2019,17:30:00,-05:00,+2:00:30:00,0.122
7/14/2019,17:45:00,-05:00,+2:00:45:00,0.126
7/14/2019,18:00:00,-05:00,+2:01:00:00,0.1265
7/14/2019,18:15:00,-05:00,+2:01:15:00,0.129
7/14/2019,18:30:00,-05:00,+2:01:30:00,0.1345
7/14/2019,18:45:00,-05:00,+2:01:45:00,0.138
7/14/2019,19:00:00,-05:00,+2:02:00:00,0.1435
7/14/2019,19:15:00,-05:00,+2:02:15:00,0.148
7/14/2019,19:30:00,-05:00,+2:02:30:00,0.1485
7/14/2019,19:45:00,-05:00,+2:02:45:00,0.153
7/14/2019,20:00:00,-05:00,+2:03:00:00,0.155
7/14/2019,20:15:00,-05:00,+2:03:15:00,0.157
7/14/2019,20:30:00,-05:00,+2:03:30:00,0.1605
7/14/2019,20:45:00,-05:00,+2:03:45:00,0.1635
7/14/2019,21:00:00,-05:00,+2:04:00:00,0.1675
7/14/2019,21:15:00,-05:00,+2:04:15:00,0.167
7/14/2019,21:30:00,-05:00,+2:04:30:00,0.1705
7/14/2019,21:45:00,-05:00,+2:04:45:00,0.171
7/14/2019,22:00:00,-05:00,+2:05:00:00,0.169
7/14/2019,22:15:00,-05:00,+2:05:15:00,0.1725
7/14/2019,22:30:00,-05:00,+2:05:30:00,0.1745
7/14/2019,22:45:00,-05:00,+2:05:45:00,0.1725
7/14/2019,23:00:00,-05:00,+2:06:00:00,0.1755
7/14/2019,23:15:00,-05:00,+2:06:15:00,0.174
7/14/2019,23:30:00,-05:00,+2:06:30:00,0.1785
7/14/2019,23:45:00,-05:00,+2:06:45:00,0.1795
7/15/2019,0:00:00,-05:00,+2:07:00:00,0.18
7/15/2019,0:15:00,-05:00,+2:07:15:00,0.181
7/15/2019,0:30:00,-05:00,+2:07:30:00,0.184
7/15/2019,0:45:00,-05:00,+2:07:45:00,0.181
7/15/2019,1:00:00,-05:00,+2:08:00:00,0.1805
7/15/2019,1:15:00,-05:00,+2:08:15:00,0.178
7/15/2019,1:30:00,-05:00,+2:08:30:00,0.1805
7/15/2019,1:45:00,-05:00,+2:08:45:00,0.1845
7/15/2019,2:00:00,-05:00,+2:09:00:00,0.1825
7/15/2019,2:15:00,-05:00,+2:09:15:00,0.181
7/15/2019,2:30:00,-05:00,+2:09:30:00,0.181
7/15/2019,2:45:00,-05:00,+2:09:45:00,0.1825
7/15/2019,3:00:00,-05:00,+2:10:00:00,0.186
7/15/2019,3:15:00,-05:00,+2:10:15:00,0.1805
7/15/2019,3:30:00,-05:00,+2:10:30:00,0.1755
7/15/2019,3:45:00,-05:00,+2:10:45:00,0.18
7/15/2019,4:00:00,-05:00,+2:11:00:00,0.1805
7/15/2019,4:15:00,-05:00,+2:11:15:00,0.18
7/15/2019,4:30:00,-05:00,+2:11:30:00,0.1805
7/15/2019,4:45:00,-05:00,+2:11:45:00,0.181
7/15/2019,5:00:00,-05:00,+2:12:00:00,0.1805
7/15/2019,5:15:00,-05:00,+2:12:15:00,0.18
7/15/2019,5:30:00,-05:00,+2:12:30:00,0.1785
7/15/2019,5:45:00,-05:00,+2:12:45:00,0.176
7/15/2019,6:00:00,-05:00,+2:13:00:00,0.176
7/15/2019,6:15:00,-05:00,+2:13:15:00,0.178
7/15/2019,6:30:00,-05:00,+2:13:30:00,0.1775
7/15/2019,6:45:00,-05:00,+2:13:45:00,0.176
7/15/2019,7:00:00,-05:00,+2:14:00:00,0.173
7/15/2019,7:15:00,-05:00,+2:14:15:00,0.17
7/15/2019,7:30:00,-05:00,+2:14:30:00,0.168
7/15/2019,7:45:00,-05:00,+2:14:45:00,0.1655
7/15/2019,8:00:00,-05:00,+2:15:00:00,0.1615
7/15/2019,8:15:00,-05:00,+2:15:15:00,0.1565
7/15/2019,8:30:00,-05:00,+2:15:30:00,0.152
7/15/2019,8:45:00,-05:00,+2:15:45:00,0.151
7/15/2019,9:00:00,-05:00,+2:16:00:00,0.145
7/15/2019,9:15:00,-05:00,+2:16:15:00,0.145
7/15/2019,9:30:00,-05:00,+2:16:30:00,0.1415
7/15/2019,9:45:00,-05:00,+2:16:45:00,0.1365
7/15/2019,10:00:00,-05:00,+2:17:00:00,0.1315
7/15/2019,10:15:00,-05:00,+2:17:15:00,0.1235
7/15/2019,10:30:00,-05:00,+2:17:30:00,0.118
7/15/2019,10:45:00,-05:00,+2:17:45:00,0.1145
7/15/2019,11:00:00,-05:00,+2:18:00:00,0.113
