0,Temp,SpCond,Time lapse,Wdt Trap,Hgt Trap,Int,Sum,Discharge,,,,R- 17628.5
299.886g,,,,,,,,,,,,
7/15/2019 14:17,6.06,125,329,1,125,125,,,,,,
7/15/2019 14:17,6.06,125,330,1,125,125,,,,,,
7/15/2019 14:17,6.05,125,331,1,125,125,,,,,,
7/15/2019 14:17,6.05,125,332,1,124.5,124.5,,,,,,
7/15/2019 14:17,6.05,124,333,1,124.5,124.5,,,,,,
7/15/2019 14:17,6.06,125,334,1,125,125,,,,,,
7/15/2019 14:17,6.06,125,335,1,125,125,,,,,,
7/15/2019 14:17,6.06,125,336,1,125,125,,,,,,
7/15/2019 14:17,6.06,125,337,1,125.5,125.5,,,,,,
7/15/2019 14:17,6.06,126,338,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,339,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,340,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,341,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,342,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,343,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,344,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,345,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,346,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,347,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,348,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,349,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,350,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,351,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,352,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,353,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,354,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,355,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,356,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,357,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,358,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,359,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,360,1,126,126,,,,,,
7/15/2019 14:17,6.06,126,361,1,126.5,126.5,,,,,,
7/15/2019 14:17,6.06,127,362,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,363,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,364,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,365,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,366,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,367,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,368,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,369,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,370,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,371,1,127,127,,,,,,
7/15/2019 14:17,6.06,127,372,1,127.5,127.5,,,,,,
7/15/2019 14:18,6.06,128,373,1,128,128,,,,,,
7/15/2019 14:18,6.06,128,374,1,128,128,,,,,,
7/15/2019 14:18,6.06,128,375,1,128,128,,,,,,
7/15/2019 14:18,6.06,128,376,1,128,128,,,,,,
7/15/2019 14:18,6.06,128,377,1,128,128,,,,,,
7/15/2019 14:18,6.06,128,378,1,128,128,,,,,,
7/15/2019 14:18,6.06,128,379,1,128,128,,,,,,
7/15/2019 14:18,6.06,128,380,1,128,128,,,,,,
7/15/2019 14:18,6.07,128,381,1,128,128,,,,,,
7/15/2019 14:18,6.07,128,382,1,128,128,,,,,,
7/15/2019 14:18,6.07,128,383,1,128,128,,,,,,
7/15/2019 14:18,6.07,128,384,1,128,128,,,,,,
7/15/2019 14:18,6.07,128,385,1,128,128,,,,,,
7/15/2019 14:18,6.07,128,386,1,128.5,128.5,,,,,,
7/15/2019 14:18,6.07,129,387,1,128.5,128.5,,,,,,
7/15/2019 14:18,6.07,128,388,1,128.5,128.5,,,,,,
7/15/2019 14:18,6.07,129,389,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,390,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,391,1,128.5,128.5,,,,,,
7/15/2019 14:18,6.07,128,392,1,128.5,128.5,,,,,,
7/15/2019 14:18,6.07,129,393,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,394,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,395,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,396,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,397,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,398,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,399,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,400,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,401,1,129.5,129.5,,,,,,
7/15/2019 14:18,6.07,130,402,1,129.5,129.5,,,,,,
7/15/2019 14:18,6.07,129,403,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,404,1,129.5,129.5,,,,,,
7/15/2019 14:18,6.07,130,405,1,130,130,,,,,,
7/15/2019 14:18,6.07,130,406,1,130,130,,,,,,
7/15/2019 14:18,6.07,130,407,1,130,130,,,,,,
7/15/2019 14:18,6.07,130,408,1,129.5,129.5,,,,,,
7/15/2019 14:18,6.07,129,409,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,410,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,411,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,412,1,129.5,129.5,,,,,,
7/15/2019 14:18,6.07,130,413,1,130,130,,,,,,
7/15/2019 14:18,6.07,130,414,1,130,130,,,,,,
7/15/2019 14:18,6.07,130,415,1,130,130,,,,,,
7/15/2019 14:18,6.07,130,416,1,130,130,,,,,,
7/15/2019 14:18,6.07,130,417,1,130,130,,,,,,
7/15/2019 14:18,6.07,130,418,1,129.5,129.5,,,,,,
7/15/2019 14:18,6.07,129,419,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,420,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,421,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,422,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,423,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,424,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,425,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,426,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,427,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,428,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,429,1,129,129,,,,,,
7/15/2019 14:18,6.07,129,430,1,129,129,,,,,,
