Plot Title: EC1								
#	"Date Time, GMT-05:00"	"Full Range, ?S/cm (LGR S/N: 20636125, SEN S/N: 20636125)"	"Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)"	"Specific Conductance, ?S/cm (LGR S/N: 20636125)"	Coupler Detached (LGR S/N: 20636125)	Coupler Attached (LGR S/N: 20636125)	Host Connected (LGR S/N: 20636125)	End Of File (LGR S/N: 20636125)
1077	7/27/2019 14:15	7.7	8.76	11.4				
1078	7/27/2019 14:30	7.7	9.16	11.3				
1079	7/27/2019 14:45	7.7	9.45	11.2				
1080	7/27/2019 15:00	7.7	9.42	11.2				
1081	7/27/2019 15:15	7.7	9.37	11.2				
1082	7/27/2019 15:30	7.7	9.34	11.2				
1083	7/27/2019 15:45	7.7	9.3	11.2				
1084	7/27/2019 16:00	7.7	9.34	11.2				
1085	7/27/2019 16:15	7.7	9.3	11.2				
1086	7/27/2019 16:30	7.7	9.32	11.2				
1087	7/27/2019 16:45	7.7	9.29	11.2				
1088	7/27/2019 17:00	7	9.34	10.2				
1089	7/27/2019 17:15	7.7	9.29	11.2				
1090	7/27/2019 17:30	7	9.22	10.2				
1091	7/27/2019 17:45	7.7	9.09	11.3				
1092	7/27/2019 18:00	7.7	8.93	11.3				
1093	7/27/2019 18:15	7	8.76	10.3				
1094	7/27/2019 18:30	7.7	8.59	11.4				
1095	7/27/2019 18:45	7	8.43	10.4				
1096	7/27/2019 19:00	7.7	8.3	11.5				
1097	7/27/2019 19:15	7.7	8.16	11.6				
1098	7/27/2019 19:30	7.7	8.03	11.6				
1099	7/27/2019 19:45	7.7	7.9	11.6				
1100	7/27/2019 20:00	7.7	7.78	11.7				
1101	7/27/2019 20:15	7.7	7.66	11.7				
1102	7/27/2019 20:30	7.7	7.58	11.8				
1103	7/27/2019 20:45	7.7	7.48	11.8				
1104	7/27/2019 21:00	7.7	7.38	11.8				
1105	7/27/2019 21:15	7.7	7.32	11.8				
1106	7/27/2019 21:30	7	7.18	10.8				
1107	7/27/2019 21:45	7.7	7.09	11.9				
1108	7/27/2019 22:00	7.7	7	11.9				
1109	7/27/2019 22:15	7.7	6.89	12				
1110	7/27/2019 22:30	7.7	6.81	12				
1111	7/27/2019 22:45	7.7	6.75	12				
1112	7/27/2019 23:00	7.7	6.68	12.1				
1113	7/27/2019 23:15	7	6.6	11				
1114	7/27/2019 23:30	7.7	6.53	12.1				
1115	7/27/2019 23:45	7.7	6.48	12.1				
1116	7/28/2019 0:00	7.7	6.44	12.1				
1117	7/28/2019 0:15	7.7	6.39	12.2				
1118	7/28/2019 0:30	7.7	6.38	12.2				
1119	7/28/2019 0:45	7.7	6.3	12.2				
1120	7/28/2019 1:00	7.7	6.26	12.2				
1121	7/28/2019 1:15	7.7	6.2	12.2				
1122	7/28/2019 1:30	7.7	6.15	12.2				
1123	7/28/2019 1:45	7.7	6.11	12.3				
1124	7/28/2019 2:00	7.7	6.06	12.3				
1125	7/28/2019 2:15	8.1	5.99	12.9				
1126	7/28/2019 2:30	7.7	5.95	12.3				
1127	7/28/2019 2:45	7.7	5.87	12.3				
1128	7/28/2019 3:00	7.7	5.81	12.4				
1129	7/28/2019 3:15	7.7	5.74	12.4				
1130	7/28/2019 3:30	7.7	5.7	12.4				
1131	7/28/2019 3:45	7.7	5.63	12.4				
1132	7/28/2019 4:00	7.7	5.62	12.4				
1133	7/28/2019 4:15	7.7	5.58	12.4				
1134	7/28/2019 4:30	7.7	5.54	12.5				
1135	7/28/2019 4:45	7.7	5.51	12.5				
1136	7/28/2019 5:00	7.7	5.47	12.5				
1137	7/28/2019 5:15	7.7	5.45	12.5				
1138	7/28/2019 5:30	7.7	5.41	12.5				
1139	7/28/2019 5:45	7.7	5.37	12.5				
1140	7/28/2019 6:00	7.7	5.36	12.5				
1141	7/28/2019 6:15	7.7	5.32	12.5				
1142	7/28/2019 6:30	7.7	5.28	12.6				
1143	7/28/2019 6:45	7.7	5.28	12.6				
1144	7/28/2019 7:00	7.7	5.25	12.6				
1145	7/28/2019 7:15	7.7	5.25	12.6				
1146	7/28/2019 7:30	7.7	5.28	12.6				
1147	7/28/2019 7:45	7.7	5.29	12.6				
1148	7/28/2019 8:00	7.7	5.34	12.5				
1149	7/28/2019 8:15	7.7	5.37	12.5				
1150	7/28/2019 8:30	7.7	5.45	12.5				
1151	7/28/2019 8:45	7.7	5.55	12.5				
1152	7/28/2019 9:00	7.7	5.67	12.4				
1153	7/28/2019 9:15	8.1	5.75	13				
1154	7/28/2019 9:30	7.7	5.87	12.3				
1155	7/28/2019 9:45	7.7	6.06	12.3				
1156	7/28/2019 10:00	7.7	6.23	12.2				
1157	7/28/2019 10:15	7.7	6.36	12.2				
1158	7/28/2019 10:30	7.7	6.48	12.1				
1159	7/28/2019 10:45	7.7	6.76	12				
1160	7/28/2019 11:00	7.7	7.12	11.9				
1161	7/28/2019 11:15	7.7	7.51	11.8				
1162	7/28/2019 11:30	7.7	7.93	11.6				
1163	7/28/2019 11:45	8.1	8.43	12.1				
1164	7/28/2019 12:00	7.7	8.91	11.3				
1165	7/28/2019 12:15	7.7	9.17	11.2				
1166	7/28/2019 12:30	7.7	9.42	11.2				
1167	7/28/2019 12:45	7.7	9.66	11.1				
1168	7/28/2019 13:00	7.7	10.1	11				
1169	7/28/2019 13:15	7.7	10.28	10.9				
1170	7/28/2019 13:30	8.1	10.57	11.4				
1171	7/28/2019 13:45	8.1	10.79	11.3				
1172	7/28/2019 14:00	8.1	10.91	11.3				
1173	7/28/2019 14:15	8.1	11.14	11.2				
1174	7/28/2019 14:30	8.1	11.17	11.2				
1175	7/28/2019 14:45	7.7	11.48	10.6				
1176	7/28/2019 15:00	7.7	11.89	10.5				
1177	7/28/2019 15:15	8	12.04	10.8				
1178	7/28/2019 15:30	7.7	12.02	10.4				
1179	7/28/2019 15:45	8	11.82	10.9				
1180	7/28/2019 16:00	7.7	11.66	10.5				
1181	7/28/2019 16:15	8	11.5	11				
1182	7/28/2019 16:30	7.7	11.28	10.6				
1183	7/28/2019 16:45	7.7	11.04	10.7				
1184	7/28/2019 17:00	7.7	10.79	10.8				
1185	7/28/2019 17:15	8.1	10.53	11.4				
1186	7/28/2019 17:30	8.1	10.31	11.5				
1187	7/28/2019 17:45	7.7	10.06	11				
1188	7/28/2019 18:00	7.7	9.82	11.1				
1189	7/28/2019 18:15	7.7	9.54	11.1				
1190	7/28/2019 18:30	8.1	9.28	11.8				
1191	7/28/2019 18:45	7.7	9.09	11.3				
1192	7/28/2019 19:00	7.7	8.88	11.3				
1193	7/28/2019 19:15	7.7	8.72	11.4				
1194	7/28/2019 19:30	7.7	8.57	11.4				
1195	7/28/2019 19:45	8.1	8.44	12.1				
1196	7/28/2019 20:00	8.1	8.28	12.1				
1197	7/28/2019 20:15	7.7	8.18	11.6				
1198	7/28/2019 20:30	8.1	8.04	12.2				
1199	7/28/2019 20:45	8.1	7.94	12.2				
1200	7/28/2019 21:00	7.7	7.83	11.7				
1201	7/28/2019 21:15	7.7	7.75	11.7				
1202	7/28/2019 21:30	8.1	7.62	12.4				
1203	7/28/2019 21:45	8.1	7.53	12.4				
1204	7/28/2019 22:00	7.7	7.45	11.8				
1205	7/28/2019 22:15	8.1	7.4	12.4				
1206	7/28/2019 22:30	8.1	7.3	12.5				
1207	7/28/2019 22:45	8.1	7.22	12.5				
1208	7/28/2019 23:00	8.1	7.13	12.5				
1209	7/28/2019 23:15	8.1	7.06	12.5				
1210	7/28/2019 23:30	8.1	7	12.6				
1211	7/28/2019 23:45	8.1	6.93	12.6				
1212	7/29/2019 0:00	8.1	6.83	12.6				
1213	7/29/2019 0:15	8.1	6.68	12.7				
1214	7/29/2019 0:30	8.1	6.53	12.7				
1215	7/29/2019 0:45	8.1	6.43	12.8				
1216	7/29/2019 1:00	7.7	6.38	12.2				
1217	7/29/2019 1:15	8.1	6.34	12.8				
1218	7/29/2019 1:30	8.1	6.3	12.8				
1219	7/29/2019 1:45	8.1	6.24	12.8				
1220	7/29/2019 2:00	8.1	6.16	12.9				
1221	7/29/2019 2:15	8.1	6.07	12.9				
1222	7/29/2019 2:30	8.1	5.98	12.9				
1223	7/29/2019 2:45	8.1	5.89	13				
1224	7/29/2019 3:00	8.1	5.85	13				
1225	7/29/2019 3:15	8.1	5.81	13				
1226	7/29/2019 3:30	8.1	5.75	13				
1227	7/29/2019 3:45	8.1	5.7	13				
1228	7/29/2019 4:00	8.1	5.66	13.1				
1229	7/29/2019 4:15	8.1	5.62	13.1				
1230	7/29/2019 4:30	8.1	5.54	13.1				
1231	7/29/2019 4:45	8.1	5.51	13.1				
1232	7/29/2019 5:00	8.1	5.45	13.1				
1233	7/29/2019 5:15	8.1	5.37	13.2				
1234	7/29/2019 5:30	8.1	5.3	13.2				
1235	7/29/2019 5:45	8.1	5.26	13.2				
1236	7/29/2019 6:00	8.1	5.18	13.2				
1237	7/29/2019 6:15	7.8	5.08	12.8				
1238	7/29/2019 6:30	8.1	4.97	13.3				
1239	7/29/2019 6:45	8.1	4.91	13.4				
1240	7/29/2019 7:00	8.1	4.84	13.4				
1241	7/29/2019 7:15	8.1	4.79	13.4				
1242	7/29/2019 7:30	8.1	4.77	13.4				
1243	7/29/2019 7:45	8.1	4.85	13.4				
1244	7/29/2019 8:00	8.1	4.93	13.3				
1245	7/29/2019 8:15	8.1	5.17	13.2				
1246	7/29/2019 8:30	8.1	5.57	13.1				
1247	7/29/2019 8:45	8.1	6.03	12.9				
1248	7/29/2019 9:00	8.1	6.56	12.7				
1249	7/29/2019 9:15	8.1	7.1	12.5				
1250	7/29/2019 9:30	8.1	7.66	12.3				
1251	7/29/2019 9:45	8.1	8.27	12.1				
1252	7/29/2019 10:00	8.1	8.89	11.9				
1253	7/29/2019 10:15	8.8	9.51	12.7				
1254	7/29/2019 10:30	8.1	10.15	11.5				
1255	7/29/2019 10:45	8.8	10.8	12.3				
1256	7/29/2019 11:00	8.8	11.42	12.1				
1257	7/29/2019 11:15	8.8	12.11	11.9				
1258	7/29/2019 11:30	8.4	12.75	11.2				
1259	7/29/2019 11:45	8.8	13.38	11.5				
1260	7/29/2019 12:00	8.8	13.97	11.3				
1261	7/29/2019 12:12					Logged		
1262	7/29/2019 12:12						Logged	
1263	7/29/2019 12:12						Logged	
1264	7/29/2019 12:13				Logged			
1265	7/29/2019 12:13					Logged		
1266	7/29/2019 12:14				Logged			
1267	7/29/2019 12:15	-1.3	10.14	-1.8				
1268	7/29/2019 12:15					Logged		
1269	7/29/2019 12:20				Logged			
1270	7/29/2019 12:20					Logged		
1271	7/29/2019 12:26				Logged			
1272	7/29/2019 12:28					Logged		
1273	7/29/2019 12:29						Logged	
1274	7/29/2019 12:29						Logged	
1275	7/29/2019 12:30	-1.7	13.25	-2.2				
1276	7/29/2019 12:30						Logged	
1277	7/29/2019 12:32						Logged	
1278	7/29/2019 12:35						Logged	
1279	7/29/2019 12:35				Logged			
1280	7/29/2019 12:35					Logged		
1281	7/29/2019 12:35						Logged	
1282	7/29/2019 12:39				Logged			
1283	7/29/2019 12:45	8	15.29	10				
1284	7/29/2019 13:00	7.6	15.61	9.4				
1285	7/29/2019 13:15	7.6	15.49	9.4				
1286	7/29/2019 13:30	7.6	15.25	9.5				
1287	7/29/2019 13:45	7.6	15.32	9.5				
1288	7/29/2019 14:00	7.6	14.73	9.6				
1289	7/29/2019 14:15	7.6	14.34	9.7				
1290	7/29/2019 14:30	7.6	14.03	9.8				
1291	7/29/2019 14:45	7.7	13.55	10				
1292	7/29/2019 15:00	8	13.45	10.4				
1293	7/29/2019 15:15	7.7	13.16	10.1				
1294	7/29/2019 15:30	7.7	12.8	10.2				
1295	7/29/2019 15:45	7.7	12.81	10.2				
1296	7/29/2019 16:00	7.7	12.91	10.2				
1297	7/29/2019 16:15	7.7	12.56	10.3				
1298	7/29/2019 16:30	7.7	12.48	10.3				
1299	7/29/2019 16:45	7.7	12.28	10.4				
1300	7/29/2019 17:00	7.7	12	10.4				
1301	7/29/2019 17:15	8	11.73	10.9				
1302	7/29/2019 17:30	7.7	11.46	10.6				
1303	7/29/2019 17:45	7.7	11.2	10.7				
1304	7/29/2019 18:00	7.7	11	10.7				
1305	7/29/2019 18:15	7.7	10.79	10.8				
1306	7/29/2019 18:30	7.7	10.56	10.8				
1307	7/29/2019 18:45	7.7	10.39	10.9				
1308	7/29/2019 19:00	8.1	10.22	11.5				
1309	7/29/2019 19:15	8.1	10.07	11.5				
1310	7/29/2019 19:30	7.7	9.95	11				
1311	7/29/2019 19:45	8.1	9.82	11.6				
1312	7/29/2019 20:00	8.1	9.67	11.7				
1313	7/29/2019 20:15	8.1	9.51	11.7				
1314	7/29/2019 20:30	8.1	9.26	11.8				
1315	7/29/2019 20:45	8.1	9.04	11.9				
1316	7/29/2019 21:00	8.1	8.83	11.9				
1317	7/29/2019 21:15	8.1	8.61	12				
1318	7/29/2019 21:30	8.1	8.46	12.1				
1319	7/29/2019 21:45	7.7	8.3	11.5				
1320	7/29/2019 22:00	8.1	8.14	12.2				
1321	7/29/2019 22:15	7.7	7.98	11.6				
1322	7/29/2019 22:30	8.1	7.82	12.3				
1323	7/29/2019 22:45	7.7	7.67	11.7				
1324	7/29/2019 23:00	8.1	7.54	12.4				
1325	7/29/2019 23:15	8.1	7.38	12.4				
1326	7/29/2019 23:30	7.7	7.25	11.9				
1327	7/29/2019 23:45	8.1	7.13	12.5				
1328	7/30/2019 0:00	8.1	7	12.6				
1329	7/30/2019 0:15	7.7	6.88	12				
1330	7/30/2019 0:30	7.7	6.76	12				
1331	7/30/2019 0:45	7.7	6.68	12.1				
1332	7/30/2019 1:00	8.1	6.6	12.7				
1333	7/30/2019 1:15	8.1	6.51	12.7				
1334	7/30/2019 1:30	8.1	6.43	12.8				
1335	7/30/2019 1:45	7.7	6.36	12.2				
1336	7/30/2019 2:00	7.7	6.28	12.2				
1337	7/30/2019 2:15	7.7	6.19	12.2				
1338	7/30/2019 2:30	8.1	6.1	12.9				
1339	7/30/2019 2:45	8.1	5.99	12.9				
1340	7/30/2019 3:00	8.1	5.9	13				
1341	7/30/2019 3:15	7.7	5.82	12.4				
1342	7/30/2019 3:30	7.7	5.73	12.4				
1343	7/30/2019 3:45	8.1	5.66	13.1				
1344	7/30/2019 4:00	7.7	5.59	12.4				
1345	7/30/2019 4:15	8.1	5.53	13.1				
1346	7/30/2019 4:30	8.1	5.46	13.1				
1347	7/30/2019 4:45	7.7	5.41	12.5				
1348	7/30/2019 5:00	8.1	5.36	13.2				
1349	7/30/2019 5:15	8.1	5.34	13.2				
1350	7/30/2019 5:30	8.1	5.29	13.2				
1351	7/30/2019 5:45	8.1	5.25	13.2				
1352	7/30/2019 6:00	7.8	5.18	12.8				
1353	7/30/2019 6:15	8.1	5.17	13.2				
1354	7/30/2019 6:30	8.1	5.14	13.3				
1355	7/30/2019 6:45	7.8	5.14	12.8				
1356	7/30/2019 7:00	8.1	5.21	13.2				
1357	7/30/2019 7:15	7.8	5.21	12.7				
1358	7/30/2019 7:30	8.1	5.3	13.2				
1359	7/30/2019 7:45	8.1	5.38	13.2				
1360	7/30/2019 8:00	7.7	5.47	12.5				
1361	7/30/2019 8:15	7.7	5.55	12.5				
1362	7/30/2019 8:30	8.1	5.65	13.1				
1363	7/30/2019 8:45	8.1	5.83	13				
1364	7/30/2019 9:00	7.7	5.99	12.3				
1365	7/30/2019 9:15	7.7	6.15	12.2				
1366	7/30/2019 9:30	8.1	6.4	12.8				
1367	7/30/2019 9:45	8.1	6.72	12.7				
1368	7/30/2019 10:00	8.1	7.1	12.5				
1369	7/30/2019 10:15	8.1	7.49	12.4				
1370	7/30/2019 10:30	8.1	7.82	12.3				
1371	7/30/2019 10:45	8.1	8.24	12.1				
1372	7/30/2019 11:00	8.1	8.42	12.1				
1373	7/30/2019 11:15	8.1	8.76	12				
1374	7/30/2019 11:30	8.1	9.09	11.9				
1375	7/30/2019 11:45	8.1	9.26	11.8				
1376	7/30/2019 12:00	8.1	9.75	11.6				
1377	7/30/2019 12:15	8.1	10.42	11.4				
1378	7/30/2019 12:30	8.1	10.76	11.3				
1379	7/30/2019 12:45	8.1	10.93	11.3				
1380	7/30/2019 13:00	8.1	10.79	11.3				
1381	7/30/2019 13:15	8.1	11.01	11.3				
1382	7/30/2019 13:30	8.1	10.79	11.3				
1383	7/30/2019 13:45	8.1	10.6	11.4				
1384	7/30/2019 14:00	8.1	10.31	11.5				
1385	7/30/2019 14:15	7.7	10.24	10.9				
1386	7/30/2019 14:30	8.1	10	11.6				
1387	7/30/2019 14:45	8.1	9.78	11.6				
1388	7/30/2019 15:00	7.7	9.65	11.1				
1389	7/30/2019 15:15	8.1	9.49	11.7				
1390	7/30/2019 15:30	7.7	9.37	11.2				
1391	7/30/2019 15:45	8.1	9.2	11.8				
1392	7/30/2019 16:00	8.1	9.08	11.9				
1393	7/30/2019 16:15	8.1	8.96	11.9				
1394	7/30/2019 16:30	8.1	8.79	12				
1395	7/30/2019 16:45	8.1	8.6	12				
1396	7/30/2019 17:00	8.1	8.48	12.1				
1397	7/30/2019 17:15	8.1	8.34	12.1				
1398	7/30/2019 17:30	8.1	8.2	12.2				
1399	7/30/2019 17:45	8.1	8.1	12.2				
1400	7/30/2019 18:00	8.1	7.97	12.2				
1401	7/30/2019 18:15	8.1	7.83	12.3				
1402	7/30/2019 18:30	7.7	7.69	11.7				
1403	7/30/2019 18:45	8.1	7.55	12.4				
1404	7/30/2019 19:00	8.1	7.42	12.4				
1405	7/30/2019 19:15	8.1	7.32	12.5				
1406	7/30/2019 19:30	7.7	7.21	11.9				
1407	7/30/2019 19:45	7.7	7.14	11.9				
1408	7/30/2019 20:00	8.1	7.04	12.6				
1409	7/30/2019 20:15	8.1	6.96	12.6				
1410	7/30/2019 20:30	7.7	6.87	12				
1411	7/30/2019 20:45	8.1	6.79	12.6				
1412	7/30/2019 21:00	8.1	6.73	12.7				
1413	7/30/2019 21:15	8.1	6.68	12.7				
1414	7/30/2019 21:30	8.1	6.63	12.7				
1415	7/30/2019 21:45	8.1	6.57	12.7				
1416	7/30/2019 22:00	8.1	6.49	12.8				
1417	7/30/2019 22:15	7.7	6.46	12.1				
1418	7/30/2019 22:30	8.1	6.43	12.8				
1419	7/30/2019 22:45	8.1	6.42	12.8				
1420	7/30/2019 23:00	8.1	6.35	12.8				
1421	7/30/2019 23:15	8.1	6.32	12.8				
1422	7/30/2019 23:30	8.1	6.31	12.8				
1423	7/30/2019 23:45	8.1	6.28	12.8				
1424	7/31/2019 0:00	7.7	6.26	12.2				
1425	7/31/2019 0:15	8.1	6.23	12.8				
1426	7/31/2019 0:30	8.1	6.23	12.8				
1427	7/31/2019 0:45	8.1	6.2	12.9				
1428	7/31/2019 1:00	8.1	6.18	12.9				
1429	7/31/2019 1:15	8.1	6.15	12.9				
1430	7/31/2019 1:30	8.1	6.12	12.9				
1431	7/31/2019 1:45	8.1	6.08	12.9				
1432	7/31/2019 2:00	8.1	6.06	12.9				
1433	7/31/2019 2:15	8.1	6.03	12.9				
1434	7/31/2019 2:30	8.1	6.02	12.9				
1435	7/31/2019 2:45	8.1	5.97	12.9				
1436	7/31/2019 3:00	8.1	5.78	13				
1437	7/31/2019 3:15	8.1	5.61	13.1				
1438	7/31/2019 3:30	8.1	5.46	13.1				
1439	7/31/2019 3:45	8.1	5.22	13.2				
1440	7/31/2019 4:00	8.1	4.63	13.5				
1441	7/31/2019 4:15	8.1	4.1	13.7				
1442	7/31/2019 4:30	7.8	3.97	13.2				
1443	7/31/2019 4:45	7.8	4.02	13.2				
1444	7/31/2019 5:00	7.8	4.11	13.2				
1445	7/31/2019 5:15	7.8	4.19	13.1				
1446	7/31/2019 5:30	7.8	4.26	13.1				
1447	7/31/2019 5:45	7.8	4.3	13.1				
1448	7/31/2019 6:00	7.8	4.23	13.1				
1449	7/31/2019 6:15	8.1	4.24	13.6				
1450	7/31/2019 6:30	7.8	4.28	13.1				
1451	7/31/2019 6:45	7.8	4.31	13.1				
1452	7/31/2019 7:00	7.8	4.35	13.1				
1453	7/31/2019 7:15	7.8	4.22	13.1				
1454	7/31/2019 7:30	7.8	4.02	13.2				
1455	7/31/2019 7:45	7.8	4.08	13.2				
1456	7/31/2019 8:00	7.8	4.06	13.2				
1457	7/31/2019 8:15	8.1	4.16	13.7				
1458	7/31/2019 8:30	7.8	3.89	13.3				
1459	7/31/2019 8:45	7.8	3.99	13.2				
1460	7/31/2019 9:00	7.8	4.18	13.1				
1461	7/31/2019 9:15	7.8	4.3	13.1				
1462	7/31/2019 9:30	7.8	4.36	13.1				
1463	7/31/2019 9:45	7.8	4.38	13.1				
1464	7/31/2019 10:00	7.8	4.51	13				
1465	7/31/2019 10:15	7.8	4.57	13				
1466	7/31/2019 10:30	7.8	4.64	13				
1467	7/31/2019 10:45	7.8	4.77	12.9				
1468	7/31/2019 11:00	7.8	4.87	12.9				
1469	7/31/2019 11:15	7.8	5.08	12.8				
1470	7/31/2019 11:30	7.7	5.22	12.6				
1471	7/31/2019 11:45	7.7	5.38	12.5				
1472	7/31/2019 12:00	7.7	5.57	12.4				
1473	7/31/2019 12:15	7.7	5.67	12.4				
1474	7/31/2019 12:30	7.7	5.7	12.4				
1475	7/31/2019 12:45	7.7	5.75	12.4				
1476	7/31/2019 13:00	7.7	5.83	12.4				
1477	7/31/2019 13:15	7.7	5.89	12.3				
1478	7/31/2019 13:30	7.7	5.87	12.3				
1479	7/31/2019 13:45	7.7	5.97	12.3				
1480	7/31/2019 14:00	7.7	6.23	12.2				
1481	7/31/2019 14:15	7.7	6.93	12				
1482	7/31/2019 14:30	7.7	7.14	11.9				
1483	7/31/2019 14:45	7.7	7.54	11.8				
1484	7/31/2019 15:00	7.7	7.7	11.7				
1485	7/31/2019 15:15	7.7	7.95	11.6				
1486	7/31/2019 15:30	7.7	8.32	11.5				
1487	7/31/2019 15:45	7.7	8.57	11.4				
1488	7/31/2019 16:00	7.7	8.42	11.5				
1489	7/31/2019 16:15	7.7	8.22	11.5				
1490	7/31/2019 16:30	7.7	8.2	11.6				
1491	7/31/2019 16:45	7.7	8.14	11.6				
1492	7/31/2019 17:00	7.7	7.93	11.6				
1493	7/31/2019 17:15	7.7	7.79	11.7				
1494	7/31/2019 17:30	7.7	7.62	11.7				
1495	7/31/2019 17:45	7.7	7.42	11.8				
1496	7/31/2019 18:00	7	7.22	10.8				
1497	7/31/2019 18:15	7.7	7.08	11.9				
1498	7/31/2019 18:30	7.7	6.85	12				
1499	7/31/2019 18:45	7.7	6.65	12.1				
1500	7/31/2019 19:00	7.7	6.52	12.1				
1501	7/31/2019 19:15	7.7	6.36	12.2				
1502	7/31/2019 19:30	7.7	6.23	12.2				
1503	7/31/2019 19:45	7.7	6.1	12.3				
1504	7/31/2019 20:00	7.7	5.98	12.3				
1505	7/31/2019 20:15	7.7	5.87	12.3				
1506	7/31/2019 20:30	7.7	5.78	12.4				
1507	7/31/2019 20:45	7.7	5.69	12.4				
1508	7/31/2019 21:00	7.7	5.63	12.4				
1509	7/31/2019 21:15	7.7	5.58	12.4				
1510	7/31/2019 21:30	7.7	5.49	12.5				
1511	7/31/2019 21:45	7.7	5.45	12.5				
1512	7/31/2019 22:00	7.7	5.4	12.5				
1513	7/31/2019 22:15	7	5.36	11.4				
1514	7/31/2019 22:30	7.7	5.3	12.5				
1515	7/31/2019 22:45	7.8	5.21	12.7				
1516	7/31/2019 23:00	7.8	5.16	12.8				
1517	7/31/2019 23:15	7.8	5.12	12.8				
1518	7/31/2019 23:30	7.8	5.08	12.8				
1519	7/31/2019 23:45	7.8	5.06	12.8				
1520	8/1/2019 0:00	7.8	5.02	12.8				
1521	8/1/2019 0:15	7.8	5.02	12.8				
1522	8/1/2019 0:30	7.8	4.97	12.8				
1523	8/1/2019 0:45	7.8	4.95	12.8				
1524	8/1/2019 1:00	7.8	4.92	12.9				
1525	8/1/2019 1:15	7.8	4.89	12.9				
1526	8/1/2019 1:30	7.8	4.83	12.9				
1527	8/1/2019 1:45	7.8	4.77	12.9				
1528	8/1/2019 2:00	7.8	4.73	12.9				
1529	8/1/2019 2:15	7.8	4.68	12.9				
1530	8/1/2019 2:30	7.8	4.63	13				
1531	8/1/2019 2:45	7.8	4.59	13				
1532	8/1/2019 3:00	7.8	4.53	13				
1533	8/1/2019 3:15	7.8	4.49	13				
1534	8/1/2019 3:30	7.8	4.46	13				
1535	8/1/2019 3:45	7.8	4.42	13				
1536	8/1/2019 4:00	7.8	4.38	13.1				
1537	8/1/2019 4:15	7.8	4.32	13.1				
1538	8/1/2019 4:30	7.8	4.22	13.1				
1539	8/1/2019 4:45	7.8	4.08	13.2				
1540	8/1/2019 5:00	7.8	3.98	13.2				
1541	8/1/2019 5:15	7.8	3.87	13.3				
1542	8/1/2019 5:30	7	3.75	11.9				
1543	8/1/2019 5:45	7.8	3.63	13.4				
1544	8/1/2019 6:00	7	3.53	12				
1545	8/1/2019 6:15	7.8	3.41	13.4				
1546	8/1/2019 6:30	7.8	3.36	13.5				
1547	8/1/2019 6:45	7.8	3.29	13.5				
1548	8/1/2019 7:00	7.8	3.29	13.5				
1549	8/1/2019 7:15	7.8	3.33	13.5				
1550	8/1/2019 7:30	7.8	3.41	13.4				
1551	8/1/2019 7:45	7.8	3.5	13.4				
1552	8/1/2019 8:00	7.8	3.63	13.4				
1553	8/1/2019 8:15	7.8	3.82	13.3				
1554	8/1/2019 8:30	7.8	4.04	13.2				
1555	8/1/2019 8:45	7.8	4.34	13.1				
1556	8/1/2019 9:00	7.8	4.71	12.9				
1557	8/1/2019 9:15	7.8	5.18	12.8				
1558	8/1/2019 9:30	7.7	5.53	12.5				
1559	8/1/2019 9:45	7.7	6.08	12.3				
1560	8/1/2019 10:00	7.7	6.64	12.1				
1561	8/1/2019 10:15	7.7	7.2	11.9				
1562	8/1/2019 10:30	7.7	7.79	11.7				
1563	8/1/2019 10:45	7.7	8.12	11.6				
1564	8/1/2019 11:00	7.7	8.75	11.4				
1565	8/1/2019 11:15	7.7	9.24	11.2				
1566	8/1/2019 11:30	7.7	9.42	11.2				
1567	8/1/2019 11:45	7.7	9.58	11.1				
1568	8/1/2019 12:00	7.7	9.87	11				
1569	8/1/2019 12:15	7.7	9.89	11				
1570	8/1/2019 12:30	7.7	9.98	11				
1571	8/1/2019 12:45	7.7	9.94	11				
1572	8/1/2019 13:00	7.7	9.9	11				
1573	8/1/2019 13:15	7.7	9.93	11				
1574	8/1/2019 13:30	7.7	10.04	11				
1575	8/1/2019 13:45	7.7	10.56	10.8				
1576	8/1/2019 14:00	7.7	10.46	10.9				
1577	8/1/2019 14:15	7.7	10.28	10.9				
1578	8/1/2019 14:30	7.7	10.2	10.9				
1579	8/1/2019 14:45	7.7	10.18	10.9				
1580	8/1/2019 15:00	7.7	10.26	10.9				
1581	8/1/2019 15:15	7.7	10.38	10.9				
1582	8/1/2019 15:30	7.7	10.96	10.7				
1583	8/1/2019 15:45	7.7	11.22	10.6				
1584	8/1/2019 16:00	27.9	11.22	38.6				
1585	8/1/2019 16:15	7.7	11.26	10.6				
1586	8/1/2019 16:30	7.7	11.18	10.7				
1587	8/1/2019 16:45	8.1	11.08	11.2				
1588	8/1/2019 17:00	7.7	11.14	10.7				
1589	8/1/2019 17:15	8.1	10.92	11.3				
1590	8/1/2019 17:30	7.7	10.69	10.8				
1591	8/1/2019 17:45	7.7	10.42	10.9				
1592	8/1/2019 18:00	7.7	10.16	11				
1593	8/1/2019 18:15	7.7	9.93	11				
1594	8/1/2019 18:30	8.1	9.7	11.7				
1595	8/1/2019 18:45	7.7	9.51	11.1				
1596	8/1/2019 19:00	8.1	9.34	11.8				
1597	8/1/2019 19:15	8.1	9.17	11.8				
