"Plot Title: EC Logger 2"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636127, SEN S/N: 20636127)","Temp, °C (LGR S/N: 20636127, SEN S/N: 20636127)","Specific Conductance, μS/cm (LGR S/N: 20636127)","Coupler Detached (LGR S/N: 20636127)","Coupler Attached (LGR S/N: 20636127)","Host Connected (LGR S/N: 20636127)","Stopped (LGR S/N: 20636127)","End Of File (LGR S/N: 20636127)"
135,07/12/19 02:59:00 PM,8.4,13.88,10.8,,,,,
136,07/12/19 03:00:00 PM,8.4,13.89,10.8,,,,,
137,07/12/19 03:01:00 PM,8.4,13.91,10.8,,,,,
138,07/12/19 03:02:00 PM,8.8,13.92,11.4,,,,,
139,07/12/19 03:03:00 PM,8.8,13.93,11.4,,,,,
140,07/12/19 03:04:00 PM,8.4,13.96,10.8,,,,,
141,07/12/19 03:05:00 PM,8.4,13.99,10.8,,,,,
142,07/12/19 03:06:00 PM,8.4,14.00,10.8,,,,,
143,07/12/19 03:07:00 PM,8.4,14.00,10.8,,,,,
144,07/12/19 03:08:00 PM,8.4,14.00,10.8,,,,,
145,07/12/19 03:09:00 PM,8.4,14.00,10.8,,,,,
146,07/12/19 03:10:00 PM,8.4,14.00,10.8,,,,,
147,07/12/19 03:11:00 PM,8.4,13.96,10.8,,,,,
148,07/12/19 03:12:00 PM,8.4,13.96,10.8,,,,,
149,07/12/19 03:13:00 PM,8.1,13.95,10.4,,,,,
150,07/12/19 03:14:00 PM,8.4,13.92,10.8,,,,,
151,07/12/19 03:15:00 PM,8.8,13.91,11.4,,,,,
152,07/12/19 03:16:00 PM,8.4,13.89,10.8,,,,,
153,07/12/19 03:17:00 PM,8.4,13.88,10.8,,,,,
154,07/12/19 03:18:00 PM,8.8,13.87,11.4,,,,,
155,07/12/19 03:19:00 PM,8.8,13.83,11.4,,,,,
156,07/12/19 03:20:00 PM,8.4,13.83,10.9,,,,,
157,07/12/19 03:21:00 PM,8.8,13.83,11.4,,,,,
158,07/12/19 03:22:00 PM,8.8,13.84,11.4,,,,,
159,07/12/19 03:23:00 PM,8.4,13.83,10.9,,,,,
160,07/12/19 03:24:00 PM,8.8,13.83,11.4,,,,,
161,07/12/19 03:25:00 PM,8.8,13.84,11.4,,,,,
162,07/12/19 03:26:00 PM,8.8,13.86,11.4,,,,,
163,07/12/19 03:27:00 PM,8.8,13.88,11.4,,,,,
164,07/12/19 03:28:00 PM,8.4,13.89,10.8,,,,,
165,07/12/19 03:29:00 PM,8.4,13.91,10.8,,,,,
166,07/12/19 03:30:00 PM,8.4,13.91,10.8,,,,,
167,07/12/19 03:31:00 PM,8.4,13.89,10.8,,,,,
168,07/12/19 03:32:00 PM,8.4,13.89,10.8,,,,,
169,07/12/19 03:33:00 PM,8.4,13.91,10.8,,,,,
170,07/12/19 03:34:00 PM,8.4,13.91,10.8,,,,,
171,07/12/19 03:35:00 PM,8.8,13.89,11.4,,,,,
172,07/12/19 03:36:00 PM,8.4,13.91,10.8,,,,,
173,07/12/19 03:37:00 PM,8.8,13.89,11.4,,,,,
174,07/12/19 03:38:00 PM,8.8,13.89,11.4,,,,,
175,07/12/19 03:39:00 PM,8.4,13.87,10.9,,,,,
176,07/12/19 03:40:00 PM,8.4,13.86,10.9,,,,,
177,07/12/19 03:41:00 PM,8.4,13.84,10.9,,,,,
178,07/12/19 03:42:00 PM,8.8,13.84,11.4,,,,,
179,07/12/19 03:43:00 PM,8.8,13.82,11.4,,,,,
180,07/12/19 03:44:00 PM,8.4,13.79,10.9,,,,,
181,07/12/19 03:45:00 PM,8.8,13.79,11.4,,,,,
182,07/12/19 03:46:00 PM,8.8,13.78,11.4,,,,,
183,07/12/19 03:47:00 PM,8.8,13.78,11.4,,,,,
184,07/12/19 03:48:00 PM,8.8,13.75,11.4,,,,,
185,07/12/19 03:49:00 PM,8.4,13.74,10.9,,,,,
186,07/12/19 03:50:00 PM,8.4,13.72,10.9,,,,,
187,07/12/19 03:51:00 PM,8.8,13.71,11.4,,,,,
188,07/12/19 03:52:00 PM,8.8,13.70,11.4,,,,,
189,07/12/19 03:53:00 PM,8.8,13.70,11.4,,,,,
190,07/12/19 03:54:00 PM,8.8,13.68,11.4,,,,,
191,07/12/19 03:55:00 PM,8.4,13.67,10.9,,,,,
192,07/12/19 03:56:00 PM,8.8,13.67,11.4,,,,,
193,07/12/19 03:57:00 PM,8.8,13.64,11.4,,,,,
194,07/12/19 03:58:00 PM,8.8,13.63,11.4,,,,,
195,07/12/19 03:59:00 PM,8.5,13.63,11.0,,,,,
196,07/12/19 04:00:00 PM,8.8,13.62,11.4,,,,,
197,07/12/19 04:01:00 PM,8.8,13.61,11.4,,,,,
198,07/12/19 04:02:00 PM,8.5,13.58,11.1,,,,,
199,07/12/19 04:03:00 PM,8.5,13.57,11.1,,,,,
200,07/12/19 04:04:00 PM,8.8,13.54,11.5,,,,,
201,07/12/19 04:05:00 PM,8.8,13.53,11.5,,,,,
202,07/12/19 04:06:00 PM,8.8,13.53,11.5,,,,,
203,07/12/19 04:07:00 PM,8.5,13.54,11.1,,,,,
204,07/12/19 04:08:00 PM,8.8,13.54,11.5,,,,,
205,07/12/19 04:09:00 PM,8.8,13.53,11.5,,,,,
206,07/12/19 04:10:00 PM,8.5,13.54,11.1,,,,,
207,07/12/19 04:11:00 PM,8.1,13.53,10.6,,,,,
208,07/12/19 04:12:00 PM,8.8,13.51,11.5,,,,,
209,07/12/19 04:13:00 PM,8.5,13.51,11.1,,,,,
210,07/12/19 04:14:00 PM,8.5,13.50,11.1,,,,,
211,07/12/19 04:15:00 PM,8.8,13.49,11.5,,,,,
212,07/12/19 04:16:00 PM,8.8,13.50,11.5,,,,,
213,07/12/19 04:17:00 PM,8.8,13.47,11.5,,,,,
214,07/12/19 04:18:00 PM,8.8,13.47,11.5,,,,,
215,07/12/19 04:19:00 PM,8.5,13.46,11.1,,,,,
216,07/12/19 04:20:00 PM,8.8,13.45,11.5,,,,,
217,07/12/19 04:21:00 PM,8.8,13.43,11.5,,,,,
218,07/12/19 04:22:00 PM,8.8,13.42,11.5,,,,,
219,07/12/19 04:23:00 PM,8.8,13.41,11.5,,,,,
220,07/12/19 04:24:00 PM,8.1,13.39,10.6,,,,,
221,07/12/19 04:25:00 PM,8.8,13.39,11.5,,,,,
222,07/12/19 04:26:00 PM,8.8,13.37,11.5,,,,,
223,07/12/19 04:26:38 PM,,,,,Logged,,,
224,07/12/19 04:26:43 PM,,,,,,Logged,,
225,07/12/19 04:26:50 PM,,,,,,,Logged,Logged
