"Plot Title: EC Logger 2"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636127, SEN S/N: 20636127)","Temp, °F (LGR S/N: 20636127, SEN S/N: 20636127)","Coupler Detached (LGR S/N: 20636127)","Coupler Attached (LGR S/N: 20636127)","Host Connected (LGR S/N: 20636127)","Stopped (LGR S/N: 20636127)","End Of File (LGR S/N: 20636127)"
66,07/11/19 03:30:19 AM,7.1,40.89,,,,,
67,07/11/19 03:45:19 AM,7.1,40.68,,,,,
68,07/11/19 04:00:19 AM,7.1,40.53,,,,,
69,07/11/19 04:15:19 AM,7.1,40.48,,,,,
70,07/11/19 04:30:19 AM,7.1,40.44,,,,,
71,07/11/19 04:45:19 AM,7.1,40.37,,,,,
72,07/11/19 05:00:19 AM,7.1,40.33,,,,,
73,07/11/19 05:15:19 AM,7.1,40.30,,,,,
74,07/11/19 05:30:19 AM,7.1,40.23,,,,,
75,07/11/19 05:45:19 AM,7.1,40.08,,,,,
76,07/11/19 06:00:19 AM,7.1,39.96,,,,,
77,07/11/19 06:15:19 AM,7.1,39.88,,,,,
78,07/11/19 06:30:19 AM,7.1,39.79,,,,,
79,07/11/19 06:45:19 AM,7.1,39.67,,,,,
80,07/11/19 07:00:19 AM,7.1,39.54,,,,,
81,07/11/19 07:15:19 AM,7.1,39.47,,,,,
82,07/11/19 07:30:19 AM,7.8,39.36,,,,,
83,07/11/19 07:45:19 AM,7.1,39.56,,,,,
84,07/11/19 08:00:19 AM,7.1,39.94,,,,,
85,07/11/19 08:15:19 AM,7.1,40.55,,,,,
86,07/11/19 08:30:19 AM,7.1,41.29,,,,,
87,07/11/19 08:45:19 AM,7.0,42.10,,,,,
88,07/11/19 09:00:19 AM,7.0,42.96,,,,,
89,07/11/19 09:15:19 AM,7.0,43.65,,,,,
90,07/11/19 09:30:19 AM,7.8,44.17,,,,,
91,07/11/19 09:45:19 AM,7.8,44.58,,,,,
92,07/11/19 10:00:19 AM,7.0,45.07,,,,,
93,07/11/19 10:15:19 AM,7.0,46.15,,,,,
94,07/11/19 10:30:19 AM,7.0,47.43,,,,,
95,07/11/19 10:45:19 AM,7.8,48.54,,,,,
96,07/11/19 11:00:19 AM,7.7,49.77,,,,,
97,07/11/19 11:15:19 AM,7.7,51.04,,,,,
98,07/11/19 11:30:19 AM,7.7,52.23,,,,,
99,07/11/19 11:45:19 AM,7.7,53.15,,,,,
100,07/11/19 11:50:45 AM,,,,Logged,,,
101,07/11/19 11:50:52 AM,,,,,Logged,,
102,07/11/19 11:50:58 AM,,,,,,Logged,Logged
