,DateTime,Turbidity_NTU,Chlorophylla_ug/L,Phycocyanin_ppb,CDOM_ppb,Depth_m,Temp_C,,
754,07/18/2019 13:00,7.1,2.48,1.7,33.32,0.35,7.64,,
755,07/18/2019 13:15,4.48,2.42,0,33.37,0.35,7.55,,
756,07/18/2019 13:30,6.38,2.44,2.52,33.44,0.35,7.88,,
757,07/18/2019 13:45,24.88,2.68,1.25,33.44,0.35,8.34,,
758,07/18/2019 14:00,0,2.44,0.94,33.67,0.35,8.05,,
759,07/18/2019 14:15,5.69,2.7,2.66,33.6,0.35,8.04,,
760,07/18/2019 14:30,0.03,2.44,0.25,33.59,0.35,7.54,,
761,07/18/2019 14:45,15.73,2.61,1.23,33.78,0.35,7.14,,
762,07/18/2019 15:00,10.56,2.5,2.3,33.59,0.35,7.55,,
763,07/18/2019 15:15,22.47,2.5,2.24,33.71,0.35,8.17,,
764,07/18/2019 15:30,7.38,2.47,1.83,33.62,0.35,7.43,,
765,07/18/2019 15:45,3.83,2.54,1.7,33.74,0.35,7.68,,
766,07/18/2019 16:00,25.42,2.44,1.4,33.83,0.35,7.37,,
767,07/18/2019 16:15,59.91,2.68,0,33.85,0.35,6.87,,
768,07/18/2019 16:44,20.78,3.14,5.12,27.87,0.27,7.29,,
769,07/18/2019 16:59,0,2.64,0.57,33.88,0.35,6.72,,
770,07/18/2019 17:14,0,2.69,1.87,32.24,0.35,6.46,,
771,07/18/2019 17:29,0,3.06,1.43,30.94,0.35,5.35,,
772,07/18/2019 17:44,0,4.22,1.38,31.48,0.35,6.09,,
773,07/18/2019 17:59,0,3.59,1.94,30.5,0.41,5.95,,
774,07/18/2019 18:14,0,3.21,222.41,33.81,0.41,5.67,,
775,07/18/2019 18:29,25.59,3.09,251.83,33.59,0.41,5.37,,
776,07/18/2019 18:44,279.16,2.69,312.06,33.63,0.41,5,,
777,07/18/2019 18:59,196.08,2.76,243.66,33.7,0.41,5.45,,
778,07/18/2019 19:14,9.62,2.76,166.41,33.59,0.41,5.48,,
779,07/18/2019 19:29,22.44,2.68,53.72,33.55,0.41,5.21,,
780,07/18/2019 19:44,42.76,2.67,222.41,33.49,0.41,4.49,,
781,07/18/2019 19:59,23.95,3.11,1136.63,33.33,0.35,5.15,,
782,07/18/2019 20:14,30.86,2.7,1108.67,33.46,0.35,5,,
783,07/18/2019 20:29,6.82,2.88,1120.44,33.39,0.41,4.54,,
784,07/18/2019 20:44,29.42,2.66,1024.36,33.17,0.41,4.59,,
785,07/18/2019 20:59,17.35,2.7,1053.15,33.21,0.41,4.6,,
786,07/18/2019 21:14,23.54,2.68,1096.21,33.05,0.41,4.77,,
787,07/18/2019 21:29,19.06,2.62,1030.86,33.03,0.41,3.96,,
788,07/18/2019 21:44,0,2.58,843.68,32.93,0.35,4.31,,
789,07/18/2019 21:59,3.43,2.57,811.43,32.94,0.41,4.56,,
790,07/18/2019 22:14,3.68,2.57,638.37,33,0.41,4.32,,
791,07/18/2019 22:29,8.89,2.77,757.71,32.85,0.48,4.01,,
792,07/18/2019 22:44,21.4,2.55,667.86,32.71,0.41,4.4,,
793,07/18/2019 22:59,1.36,2.55,296.41,32.65,0.41,4.05,,
794,07/18/2019 23:14,25.6,2.6,223.04,32.56,0.41,4.12,,
795,07/18/2019 23:29,44.52,2.52,315.38,32.67,0.41,3.82,,
796,07/18/2019 23:44,40.32,2.79,111.73,32.76,0.41,3.69,,
797,07/18/2019 23:59,81.59,2.5,211.54,32.69,0.41,3.88,,
798,07/19/2019 00:14,175.07,2.59,107.71,32.61,0.41,3.79,,
799,07/19/2019 00:29,116.22,2.57,90.4,32.58,0.41,4.1,,
800,07/19/2019 00:44,139.32,2.55,80.99,32.57,0.41,4.04,,
801,07/19/2019 00:59,220.69,2.53,85.74,32.5,0.41,3.94,,
802,07/19/2019 01:14,150.04,2.53,101.48,32.45,0.41,4.18,,
803,07/19/2019 01:29,223.37,2.52,29.16,32.28,0.48,4.25,,
804,07/19/2019 01:44,279.22,2.91,13.51,32.19,0.41,4.15,,
805,07/19/2019 01:59,128.58,2.51,6.33,32.1,0.41,3.95,,
806,07/19/2019 02:14,147.5,2.5,3.9,32.13,0.41,3.9,,
807,07/19/2019 02:29,107.8,2.47,4.67,32.13,0.41,3.48,,
808,07/19/2019 02:44,279.18,2.47,1.72,32.07,0.41,3.66,,
809,07/19/2019 02:59,339.98,2.46,3.72,32.15,0.41,3.86,,
810,07/19/2019 03:14,142.12,2.47,1.25,32.04,0.41,3.69,,
811,07/19/2019 03:29,67.14,2.4,4.17,32.02,0.41,3.83,,
812,07/19/2019 03:44,153.57,2.47,1.05,32.01,0.48,3.7,,
813,07/19/2019 03:59,123.17,2.4,13.08,32.08,0.41,3.69,,
814,07/19/2019 04:14,121.59,2.42,2.24,32.04,0.41,3.26,,
815,07/19/2019 04:29,279.15,2.45,11.23,32.03,0.41,2.63,,
816,07/19/2019 04:44,281.03,2.47,14.43,32.06,0.48,1.5,,
817,07/19/2019 04:59,105.97,2.43,3.96,32.06,0.48,1.26,,
818,07/19/2019 05:14,64.67,2.44,2.06,31.96,0.48,1.73,,
819,07/19/2019 05:29,52.54,2.47,0.9,32,0.48,1.62,,
820,07/19/2019 05:44,169.67,2.42,0.91,32.03,0.48,1.85,,
821,07/19/2019 05:59,278.52,2.38,1.25,32.16,0.48,2.06,,
822,07/19/2019 06:14,108.46,2.36,1.2,31.93,0.48,2.23,,
823,07/19/2019 06:29,57.24,2.28,2.19,31.89,0.48,2.3,,
824,07/19/2019 06:44,50.72,2.25,1.63,32.05,0.41,2.51,,
825,07/19/2019 06:59,71.2,2.21,1.52,31.99,0.48,2.62,,
826,07/19/2019 07:14,221.87,2.21,1.22,32.09,0.48,2.76,,
827,07/19/2019 07:29,182.65,2.22,1.48,32.07,0.48,2.75,,
828,07/19/2019 07:44,73.75,2.23,1.81,32.23,0.48,2.97,,
829,07/19/2019 07:59,54.39,2.29,3.32,32.27,0.41,3.1,,
830,07/19/2019 08:14,120.37,2.26,1.92,32.29,0.41,3.05,,
831,07/19/2019 08:29,189.4,2.26,2.44,32.5,0.41,3.26,,
832,07/19/2019 08:44,154.84,2.27,1.58,32.61,0.48,3.41,,
833,07/19/2019 08:59,206.27,2.37,1.18,32.7,0.41,3.51,,
834,07/19/2019 09:14,245.98,2.3,2.16,32.83,0.48,4.06,,
835,07/19/2019 09:29,171.24,2.34,2.3,32.8,0.41,4.27,,
836,07/19/2019 09:44,128.26,2.42,1.77,32.82,0.41,4.84,,
837,07/19/2019 09:59,64.06,2.3,6.38,32.97,0.41,4.83,,
838,07/19/2019 10:14,51.42,2.49,5.77,33.12,0.41,4.84,,
839,07/19/2019 10:29,167.76,2.48,9.23,33.1,0.35,4.86,,
840,07/19/2019 10:44,261.42,2.47,3.7,33,0.41,4.94,,
841,07/19/2019 10:59,190.03,2.68,5.73,33.18,0.41,5.08,,
842,07/19/2019 11:14,87.27,2.42,5.23,33.17,0.41,5.82,,
843,07/19/2019 11:29,47.37,2.48,2.6,33.15,0.35,5.7,,
844,07/19/2019 11:44,102.94,2.43,13,33.38,0.35,5.16,,
845,07/19/2019 11:59,79.52,2.52,5.54,33.2,0.41,5.46,,
846,07/19/2019 12:14,78.08,2.37,2.24,33.15,0.35,6.4,,
847,07/19/2019 12:29,115.62,2.39,2.94,33.12,0.35,6.71,,
848,07/19/2019 12:44,75.67,2.48,4.64,32.96,0.35,6.49,,
849,07/19/2019 12:59,56.62,2.42,3.16,32.96,0.35,6.9,,
